gene	zcount_L1HFK240241--Normal	zcount_L1HFK240242--G1	zcount_L1HFK240243--G5	zcount_L1HFK240244--G10	zcount_L1HFK240245--G15	zcount_L1HFK240246--G20	zcount_L1HFK240247--G25
LOC108184060	0	0	0	0	0	0	0
LOC108184061	0	0	0	0	0	0	0
LOC108184063	0	0	0	0	0	0	0
LOC108184064	0	0	0	0	0	0	0
LOC108184065	0	0	0	0	0	0	0
LOC108184066	0	0	0	0	0	0	0
LOC108184067	0	0	0	0	0	0	0
LOC108184069	0	0	0	0	0	0	0
LOC108184070	0	0	0	0	0	0	0
LOC108184071	0	0	0	0	0	0	0
LOC108184853	0	0	0	0	0	0	0
LOC108184914	0	0	0	0	0	0	0
LOC108185170	0	0	0	0	0	0	0
LOC108185170_1	2.98972593770803	0.310984752072107	0.80240647161586	1.41906642571185	0.692789059037035	0	0
LOC108185367	0	0	0	0	0	0	0
LOC108185504	0	0	0	0	0	0	0
LOC108185957	0	0	0	0	0	0	0
LOC108186185	0	0	0	0	0	0	0
LOC108186460	0	0	0	0	0	0	0
LOC108186582	0	0	0	0	0	0	0
LOC108186899	0	0	0	0	0	0	0
LOC108187081	0	0	0	0	0	0	0
LOC108187164	0	0	0	0	0	0	0
LOC108187381	0	0	0	0	0	0	0
LOC108189345	0	0	0	0	0	0	0
LOC108189345_1	1.1603981360269	0.931130298726163	2.93640504487381	0.708146051149461	0.172858658181039	0.72786483311339	0.762807478855268
LOC108189376	0	0	0	0	0	0	0
LOC108189376_1	0	0	0	0	0	0	0
LOC108189417	0	0.258773783101566	1.2241003915672	0.738012846705275	0	0.606850631030968	0.635983741539478
LOC108189459	0	0	0	0	0	1.77639536606361	0
LOC108189470	0	0	0	0	0	0	0
LOC108189470_1	0	0	1.27610125781899	0	0	0	0
LOC108190005	0	0	0	0	0	0	0
LOC108190011	0	0	0	0	0	0	0
LOC108190011_1	12.8526744522101	18.7166991415524	18.3973503443041	12.2009837528572	1.48913185110908	11.9136915884	9.85707853729186
LOC108190012	0	0	0	0	0	0	0
LOC108190012_1	0	0	0	0	0	0.479617213703702	0
LOC108190014	0	0	0	0	0	0	0
LOC108190024	0	0	0	0	0	0	0
LOC108190026	0	0	0	0	0	0	0
LOC108190033	0	0	0	0	0	0	0
LOC108190035	0	0	0	0	0	0	0
LOC108190036	0	0	0	0	0	0	0
LOC108190050	0	0	0	0	0	0	0
LOC108190051	0	0	0	0	0	0	0
LOC108190056	0	0	0	0	0	0	0
LOC108190058	0	0	0	0	0	0	0
LOC108190059	0	0	0	0	0	0	0
LOC108190061	0	0	0	0	0	0	0
LOC108190067	0	0	0	0	0	0	0
LOC108190082	0	0	0	0	0	0	0
LOC108190082_1	6.93643592615554	9.40454734721869	3.65911686480396	40.6152722996537	0.49882766521637	5.25109819657968	2.20127517875582
LOC108190091	0	0	0	0	0	0	0
LOC108190093	0	0	0	0	0	0	0
LOC108190093_1	7.83506241595314	9.45070365837255	12.3743839429911	21.2406064333671	7.54158289766481	10.8498746140471	12.2027508620998
LOC108190096	0	0	0	0	0	0	0
LOC108190098	0	0	0	0	0	0	0
LOC108190101	0	0	0	0	0	0	0
LOC108190102	0	0	0	0	0	0	0
LOC108190106	0	0	0	0	0	0	0
LOC108190109	0	0	0	0	0	0	0
LOC108190117	0	0	0	0	0	0	0
LOC108190121	0	0	0	0	0	0	0
LOC108190122	0	0	0	0	0	0	0
LOC108190122_1	0.648504393966411	0.341496042876505	0.456883289725825	0.173143740517662	0.126793313087383	0.320337070672801	0.0746034465457877
LOC108190127	0	0	0	0	0	0	0
LOC108190132	0	0	0	0	0	0	0
LOC108190133	0	0	0	0	0	0	0
LOC108190134	0	0	0	0	0	0	0
LOC108190163	0	0	0	0	0	0	0
LOC108190166	0	0	0	0	0	0	0
LOC108190168	0	0	0	0	0	0	0
LOC108190168_1	0	0	0	0	0	0	0
LOC108190180	0	0	0	0	0	0	0
LOC108190180_1	0.422113003166687	1.38307904359636	0.509805231810699	2.02859386836748	0	1.48272452873677	0
LOC108190190	0	0	0	0	0	0	0
LOC108190346	0	0	0	0	0	0	0
LOC108190350	0	0	0	0	0	0	0
LOC108190353	0	0	0	0	0	0	0
LOC108190354	0	0	0	0	0	0	0
LOC108190355	0	0	0	0	0	0	0
LOC108190362	0	0	0	0	0	0	0
LOC108190369	0	0	0	0	0	0	0
LOC108190370	0	0	0	0	0	0	0
LOC108190371	0	0	0	0	0	0	0
LOC108190380	0	0	0	0	0	0	0
LOC108190381	0	0	0	0	0	0	0
LOC108190384	0	0	0	0	0	0	0
LOC108190390	0	0	0	0	0	0	0
LOC108190395	0	0	0	0	0	0	0
LOC108190396	0	0	0	0	0	0	0
LOC108190398	0	0	0	0	0	0	0
LOC108190400	0	0	0	0	0	0	0
LOC108190403	0	0	0	0	0	0	0
LOC108190403_1	2.88391910798863	3.98332713519737	3.6162724521132	1.81764725200253	0.147896075259997	1.07943957798438	1.17477030239539
LOC108190403_2	3.11209922995042	5.11043189073728	4.27209831438319	1.96146230232644	0.212797120721063	1.38885544239019	2.06591397341957
LOC108190403_3	3.12012923312401	6.02444113932183	6.75157899925276	3.54042488875673	1.57592831016107	2.61152503554836	2.28822507369935
LOC108190407	0	0	0	0	0	0	0
LOC108190407_1	0	0	0	0	0	0	0
LOC108190407_2	0	0	0	0	0	0	0
LOC108190415	0	0	0	0	0	0	0
LOC108190417	0	0	0	0	0	0	0
LOC108190423	0	0	0	0	0	0	0
LOC108190430	0	0	0	0	0	0	0
LOC108190430_1	0.741003304092081	0.396398791342848	0.767094576329394	0.452205624423158	0.110383525168042	0.743676129113606	1.16906674287481
LOC108190435	0	0	0	0	0	0	0
LOC108190441	0	0	0	0	0	0	0
LOC108190446	0	0	0	0	0	0	0
LOC108190448	0	0	0	0	0	0	0
LOC108190449	0	0	0	0	0	0	0
LOC108190450	0	0	0	0	0	0	0
LOC108190452	0	0	0	0	0	0	0
LOC108190485	0	0	0	0	0	0	0
LOC108190486	0	0	0	0	0	0	0
LOC108190486_1	0.237346254754676	0	0.382205275259992	0.253475650918789	0	0	0
LOC108190486_2	4.03171230959207	4.24612018839612	4.86928384855746	6.45854451999315	0	2.21279561448736	3.71044065792066
LOC108190497	0	0	0	0	0	0	0
LOC108190499	0	0	0	0	0	0	0
LOC108190503	0	0	0	0	0	0	0
LOC108190503_1	0	0	0	0	1.29076209722046	0	0
LOC108190563	0	0	0	0	0	0	0
LOC108190564	0	0	0	0	0	0	0
LOC108190565	0	0	0	0	0	0	0
LOC108190589	0	0	0	0	0	0	0
LOC108190590	0	0	0	0	0	0	0
LOC108190593	0	0	0	0	0	0	0
LOC108190601	0	0	0	0	0	0	0
LOC108190603	0	0	0	0	0	0	0
LOC108190604	0	0	0	0	0	0	0
LOC108190613	0	0	0	0	0	0	0
LOC108190615	0	0	0	0	0	0	0
LOC108190615_1	1.03404816476961	0	1.94268260590737	3.31295766917332	0.718839054143102	2.11879677639227	5.07546049345651
LOC108190616	0	0	0	0	0	0	0
LOC108190619	0	0	0	0	0	0	0
LOC108190619_1	0.83745135319613	0.783988720655854	8.09142723476338	4.47181117485122	0	0.735413061012343	3.85359037466143
LOC108190619_2	0.799924051991588	0.748857150626465	7.72883969358295	3.41713872795235	0	3.51229115224056	3.68090590032518
LOC108190619_3	0.799924051991588	0.748857150626465	1.28813994893049	3.41713872795235	0	3.51229115224056	0.736181180065036
LOC108190622	0	0	0	0	0	0	0
LOC108190625	0	0	0	0	0	0	0
LOC108190634	0	0	0	0	0	0	0
LOC108190634_1	0.433164493032481	0.405511407235787	7.67290513641356	5.5512138722291	0	0.760772132081734	2.79053096096172
LOC108190637	0	0	0	0	0	0	0
LOC108190653	0	0	0	0	0	0	0
LOC108190653_1	0	0	0	0	0	0	0
LOC108190658	0	0	0	0	0	0	0
LOC108190658_1	0	0	0	0	0	0	0
LOC108190663	0	0	0	0	0	0	0
LOC108190666	0	0	0	0	0	0	0
LOC108190666_1	0	1.50164944129826	0	0.380679669115028	0	0	0
LOC108190667	0	0	0	0	0	0	0
LOC108190674	0	0	0	0	0	0	0
LOC108190676	0	0	0	0	0	0	0
LOC108190690	0	0	0	0	0	0	0
LOC108190690_1	17.6191063919186	0	1.77328356606016	0	0	17.4063675804545	4.05377688763085
LOC108190692	0	0	0	0	0	0	0
LOC108190693	0	0	0	0	0	0	0
LOC108190696	0	0	0	0	0	0	0
LOC108190697	0	0	0	0	0	0	0
LOC108190699	0	0	0	0	0	0	0
LOC108190699_1	268.456565797938	288.005903869179	417.212099652372	491.211546298289	192.874368909697	413.970025887747	180.593893547453
LOC108190702	0	0	0	0	0	0	0
LOC108190704	0	0	0	0	0	0	0
LOC108190704_1	4.72707732466109	0	1.42727701658501	0	0	2.07555602585365	2.71899669292313
LOC108190716	0	0	0	0	0	0	0
LOC108190717	0	0	0	0	0	0	0
LOC108190720	0	0	0	0	0	0	0
LOC108190726	0	0	0	0	0	0	0
LOC108190731	0	0	0	0	0	0	0
LOC108190732	0	0	0	0	0	0	0
LOC108190733	0	0	0	0	0	0	0
LOC108190739	0	0	0	0	0	0	0
LOC108190743	0	0	0	0	0	0	0
LOC108190746	0	0	0	0	0	0	0
LOC108190747	0	0	0	0	0	0	0
LOC108190750	0	0	0	0	0	0	0
LOC108190752	0	0	0	0	0	0	0
LOC108190753	0	0	0	0	0	0	0
LOC108190755	0	0	0	0	0	0	0
LOC108190761	0	0	0	0	0	0	0
LOC108190762	0	0	0	0	0	0	0
LOC108190763	0	0	0	0	0	0	0
LOC108190765	0	0	0	0	0	0	0
LOC108190774	0	0	0	0	0	0	0
LOC108190781	0	0	0	0	0	0	0
LOC108190783	2.26868092337413	6.37154712773822	0	0	8.27987191461152	1.99225611846153	3.13184769579507
LOC108190784	0	0	0	0	0	0	0
LOC108190784_1	1.32487421111106	0.413431551908361	0.711160596805376	2.35818167423795	0	1.55126192557291	0.406433359827572
LOC108190784_2	2.82639831703694	1.58757715932811	2.2757139097772	7.8480286118639	0	0	2.60117350289646
LOC108190785	0	0	0	0	0	0	0
LOC108190787	0	0	0	0	0	0	0
LOC108190787_1	2.34718199338708	12.0853624585531	1.88986622265235	3.76003500169151	6.11883762350184	10.3059615816609	9.72064838452658
LOC108190803	0	0	0	0	0	0	0
LOC108190811	0	0	0	0	0	0	0
LOC108190816	0	0	0	0	0	0	0
LOC108190816_1	7.01726478712619	19.7078543916593	11.3000966554454	23.7314393037794	0	2.05408475662068	1.07634765637095
LOC108190819	0	0	0	0	0	0	0
LOC108190923	0	0	0	0	0	0	0
LOC108190928	0	0	0	0	0	0	0
LOC108190947	0	0	0	0	0	0	0
LOC108190948	0	0	0	0	0	0	0
LOC108190948_1	0.762603255861569	0	0	0	0	0.669684743586283	0
LOC108190949	0	0	0	0	0	0	0
LOC108190952	0.0976022440415636	0.0913713472994592	0.235757412235912	0	0.407100793828381	0.0857100114273379	0.269474089508698
LOC108190954	0	0	0	0	0	0	0
LOC108190957	0	0	0	0	0	0	0
LOC108190957_1	0.490836176620018	0	0	0.524192047992691	0	0	0.45172332901241
LOC108190964	0	0	0	0	0	0	0
LOC108190967	0	0	0	0	0	0	0
LOC108190972	0	0	0	0	0	0	0
LOC108190973	0.228549729140454	0.427918371786551	0.368039985408712	2.19673203939794	1.66824912565286	1.60561881245283	0.210337480018582
LOC108190978	4.80940774045743	3.32784361388135	5.21926987939037	3.12640805935961	31.8345542152943	6.05967667104191	5.00349033849381
LOC108190980	0	0	0	0	0	0	0
LOC108190986	0	0	0	0	0	0	0
LOC108190994	0	0	0	0	0	0	0
LOC108191006	0	0	0	0	0	0	0
LOC108191007	0	0	0	0	0	0	0
LOC108191020	0	0	0	0	0	0	0
LOC108191033	3.82020536484915	6.37518741747819	1.60481294323172	3.54766606427962	1.21238085331481	3.64645310614593	3.05720685942777
LOC108191042	0	0	0	0	0	0	0
LOC108191292	0	0	0	0	0	0	0
LOC108191299	0	0	0	0	0	0	0
LOC108191306	0	0	0	0	0	0	0
LOC108191306_1	0	0	0	0	0	0	0
LOC108191306_2	0	0	0	0	0	0	0
LOC108191313	0	0	0	0	0	0	0
LOC108191313_1	0	0	0	0	0	0	0
LOC108191313_2	0	0.169976141255686	0.292382943440326	0	0	0	0
LOC108191314	0	0	0	0	0	0	0
LOC108191315	0	0	0	0	0	0	0
LOC108191316	0	0	0	0	0	0	0
LOC108191316_1	33.3823523537681	18.0546568930212	23.6354118786634	12.9038150274994	3.55364874265583	4.28501124725507	4.49072201002449
LOC108191322	0	0	0.0980911168007415	0	0	0.106983581073994	0
LOC108191324	0	0	0	0	0	0	0
LOC108191324_1	39.5002777057002	38.6467995002814	21.7607669831585	17.4447625078478	1.54846241085117	11.2147271957355	17.7663339076991
LOC108191330	0	0	0	0	0	0	0
LOC108191338	0	0	0	0	0	0	0
LOC108191339	0	0	0	0	0	0	0
LOC108191349	0	0	0	0	0	0	0
LOC108191351	0	0	0	0	0	0	0
LOC108191355	0	0	0	0	0	0	0
LOC108191357	0	0	0	0	0	0	0
LOC108191363	0	0	0	0	0	0	0
LOC108191375	0	0	0	0	0	0	0
LOC108191465	0	0	0	0	0	0	0
LOC108191469	0	0	0	0	0	0	0
LOC108191473	0	0	0	0	0	0	0
LOC108191474	0	0	0	0	0	0	0
LOC108191474_1	0	0.0614982436307614	0.158678482959479	0	0	0	0
LOC108191475	0	0	0	0	0	0	0
LOC108191476	0	0	0	0	0	0	0
LOC108191478	0	0	0	0	0	0	0
LOC108191484	0	0	0	1.14843597071322	0	0	0
LOC108191486	0	0	0	0	0	0	0
LOC108191486_1	0.523676476651209	0.326830089413918	0.562193863454996	2.23705633656994	0.364044070651988	1.99276879373648	0.64259561574385
LOC108191505	0	0	0	0	0	0	0
LOC108191508	0	0	0	0	0	0	0
LOC108191509	0	0	0	0	0	0	0
LOC108191510	0	0	0	0	0	0	0
LOC108191511	0	0	0	0	0	0	0
LOC108191513	0	0	0	0	0	0	0
LOC108191514	0	0	0	0	0	0	0
LOC108191517	0	0	0	0	0	0	0
LOC108191518	0	0	0	0	0	0	0
LOC108191519	0	0	0	0	0	0	0
LOC108191520	0	0	0	0	0	0	0
LOC108191521	0	0	0	0	0	0	0
LOC108191522	0	0	0	0	0	0	0
LOC108191523	0	0	0	0	0	0	0
LOC108191529	0	0	0	0	0	0	0
LOC108191530	0	0	0	0	0	0	0
LOC108191531	0	0	0	0	0	0	0
LOC108191533	0	0	0	0	0	0	0
LOC108191536	0	0	0	0	0	0	0
LOC108191543	0	0	0	0	0	0	0
LOC108191548	0	0	0	0	0	0	0
LOC108191553	0	0	0	0	0	0	0
LOC108191553_1	0	0.722446943949081	0.621355333727564	0	0	1.69421097673492	0
LOC108191553_2	0	0.722446943949081	0.621355333727564	1.648312651481	0	0	0.355109010634329
LOC108191558	0	0	0	0	0	0	0
LOC108191558_1	0	0.301534123329175	0	0	0	0	0
LOC108191559	0	0	0	0	0	0	0
LOC108191559_1	0	0.701950107293194	0	0	0	0	0
LOC108191587	0	0	0	0	0	0	0
LOC108191590	0	0	0	0	0	0	0
LOC108191590_1	0	0	0	0.658575827568999	0	0	0
LOC108191590_2	0	0	0	0.658575827568999	1.28606841686693	0	0
LOC108191592	0	0	0	0	0	0	0
LOC108191592_1	0	0	0	1.90927480131073	0	0	0
LOC108191595	0	0	0	0	0	0	0
LOC108191599	0	0	0	0	0	0	0
LOC108191599_1	18.842655446913	11.7598308098378	13.485712057939	15.6513391119793	2.18314083110127	7.35413061012344	3.85359037466143
LOC108191602	0	0	0	0	0	0	0
LOC108191611	0	0	0	0	0	0	0
LOC108191614	0	0	0	0	0	0	0
LOC108191630	0	0	0	0	0	0	0
LOC108191631	0	0	0	0	0	0	0
LOC108191636	0	0	0	0	0	0	0
LOC108191636_1	87.2769172952079	58.1922492711546	92.837415481633	173.315126830649	10.5165280121213	67.8714238452808	42.7492360104328
LOC108191637	0	0	0	0	0	0	0
LOC108191638	0	0	0	0	0	0	0
LOC108191640	0	0	0	0	0	0	0
LOC108191642	0	0	0	0	0	0	0
LOC108191643	0	0	0	0	0	0	0
LOC108191646	3.57900460442037	1.21189096131917	0.980999260613433	0.650591298002603	0	1.6048978340907	0.280324041623328
LOC108191661	0	0	0	0	0	0	0
LOC108191666	0	0	0	0	0	0	0
LOC108191668	0	0	0	0	0	0	0
LOC108191687	0	0	0	0	0	0	0
LOC108191688	0	0	0	0	0	0	0
LOC108191691	0	0	0	0	0	0	0
LOC108191695	0	0	0	0	0	0	0
LOC108191699	0	0	0	0	0	0	0
LOC108191704	0	0	0	0	0	0	0
LOC108191706	0	0	0	0	0	0	0
LOC108191709	0	0	0	0	0	0	0
LOC108191711	0.479954431194952	0	1.93220992339574	0.683427745590469	0.166824912565286	4.49573267486791	1.17788988810406
LOC108191717	0	0	0	0	0	0	0
LOC108191718	0.533842284435099	0.16658731997147	0.573107385463304	0	0	0.156265629438614	0
LOC108191720	0	0	0	0	0	0	0
LOC108191720_1	2.60326160779718	1.74076442908784	0.898308122280475	1.98583719935827	0.775589505785979	0.6531629160307	0
LOC108191721	0	0	0	0	0	0	0
LOC108191725	0	0	0	0	0	0	0
LOC108191725_1	19.5148330290237	17.538251702589	18.8551670315257	27.5101295060468	0	5.48386264138089	1.43678168169195
LOC108191726	0	0	0	0	0	0	0
LOC108191726_1	3.57018734783614	0	2.87458599129752	0.953201855691971	0	3.13518199694736	4.10711605720494
LOC108191731	0	0	0	0	0	0	0
LOC108191741	0	0	0	0	0	0	0
LOC108191746	0	0	0	0	0	0	0
LOC108191751	0	0	0	0	0	0	0
LOC108191752	0	0	0	0	0	0	0
LOC108191757	0	0	0	0	0	0	0
LOC108191760	0	0	0	0	0	0	0
LOC108191761	0	0	0	0	0	0	0
LOC108191763	0	0	0	0	0	0	0
LOC108191765	0	0	0	0	0	0	0
LOC108191766	0	0	0	0	0	0	0
LOC108191771	0	0	0	0	0	0	0
LOC108191775	0	0	0	0	0	0	0
LOC108191777	0	0	0	0	0	0	0
LOC108191778	0	0	0	0	0	0	0
LOC108191783	0	0	0	0	0	0	0
LOC108191783_1	0	0.484756384527666	2.08462342880354	12.4425585742998	1.61985716628278	2.04624473846564	0.476550870759657
LOC108191789	0	0	0	0	0	0	0
LOC108191791	0	0	0	0	0	0	0
LOC108191800	0	0	0	0	0	0	0
LOC108191931	0	0	0	0	0	0	0
LOC108191933	0	0	0	0	0	0	0
LOC108191949	0	0	0	0	0	0	0
LOC108191951	0	0	0	0	0	0	0
LOC108191960	0	0	0	0	0	0	0
LOC108191960_1	3.83782515467534	5.16467817037432	7.72519573333138	6.14794973402459	3.00143265605437	3.1595716730198	0.883000906216622
LOC108191961	0	0	0	0	0	0	0
LOC108191962	0	0	0	0	0	0	0
LOC108191962_1	0	0	0	0.337888717502751	0	0	0
LOC108191968	0	0	0	0	0	0	0
LOC108191969	0	0	0	0	0	0	0
LOC108191970	0	0	0	0	0	0	0
LOC108191973	0	0	0	0	0	0	0
LOC108191974	0	0	0	0	0	0	0
LOC108191976	0	0	0	0	0	0	0
LOC108191976_1	0.706599579259236	0	0	0	0	0	0
LOC108192002	0	0	0	0	0	0	0
LOC108192008	0	0	0	0	0	0	0
LOC108192009	0	0	0	0	0	0	0
LOC108192014	0	0	0	0	0	0	0
LOC108192014_1	0.83487457980168	0.781576447669221	0.504158158473719	1.11451293896292	0.435284694939577	0.366575125796922	0
LOC108192020	0	0	0	0	0	0	0
LOC108192029	0	0	0	0	0	0	0
LOC108192029_1	0	0	0	1.72074444257933	0	0	0
LOC108192030	0	0	0	0	0	0	0
LOC108192077	0	0	0	0	0	0	0
LOC108192079	0	0	0	0	0	0	0
LOC108192080	0	0	0	0	0	0	0
LOC108192083	0	0	0	0	0	0	0
LOC108192084	0	0	0	0	0	0	0
LOC108192085	0	0	0	0	0	0	0
LOC108192086	0	0	0	0	0	0	0
LOC108192092	12.3939509697966	1.24760484033643	13.7347605713862	56.6452843437539	339.216336554951	85.0810784358229	19.8690816881365
LOC108192131	0	0	0	0	0	0	0
LOC108192131_1	0	0	0	0	0	1.00622395172297	0
LOC108192140	0	0	0	0	0	0	0
LOC108192148	0	0	0	0	0	0	0
LOC108192150	0	0	0	0	0	0	0
LOC108192156	0	0	0	0	0	0	0
LOC108192157	0	0	0	0	0	0	0
LOC108192158	0	0	0	0	0	0	0
LOC108192159	0	0	0	0	0	0	0
LOC108192163	0	0	0	0	0	0	0
LOC108192168	0	0	0	0	0	0	0
LOC108192181	0	0	0	0	0	0	0
LOC108192206	0	0	0	0	0	0	0
LOC108192208	0	0	0	0	0	0	0
LOC108192209	0	0	0	0	0	0	0
LOC110366352	0	0	0	0	0	0	0
LOC110437702	0	0	0	0	0	0	0
LOC110437703	0	0	0	0	0	0	0
LOC110437703_1	0	0.65198240629491	1.40187715181347	1.11565720276062	0.181554832976594	0.152896452623203	0.480709682260126
LOC110437704	0	0	0	0	0	0	0
LOC110437704_1	12.2201043449425	23.4407365806834	28.1670842100294	18.6801974404064	6.99592144816346	8.52180341452135	16.9797549747533
LOC110437705	0	0	0	0	0	0	0
LOC110437706	0	0	0	0	0	0	0
LOC110437707	0	0	0	0	0	0	0
LOC110437708	0	0	0	0	0	0	0
LOC110437709	0	0	0	0	0	0	0
LOC110437710	0	0	0	0	0	0	0
LOC110437711	0	0	0	0	0	0	0
LOC110437713	0	0	0	0	0	0	0
LOC110437713_1	83.085081527763	65.3910691206683	84.5728303416737	73.2510091270999	47.0974265390259	39.4786311538803	69.6009261846561
LOC110437714	0	0	0	0	0	0	0
LOC110437715	0	0	0	0	0	0	0
LOC110437716	0	0	0	0	0	0	0
LOC110437716_1	0	1.18741747144959	0	0	0	0	0
LOC110437717	0	0	0	0	0	0	0
LOC110437721	0	0	0	0	0	0	0
LOC110437722	0	0	0	0	0	0	0
LOC110437722_1	3.29066230052135	2.57909646822255	3.01922332795351	0.899003555232951	0	0	0.422573312744913
LOC110437723	0	0	0	0	0	0	0
LOC110437724	0	0	0	0	0	0	0
LOC110437725	0	0	0	0	0	0	0
LOC110437726	0	0	0	0	0	0	0
LOC110437727	0	0	0	0	0	0	0
LOC110437728	0	0	0	0	0	0	0
LOC110437728_1	1.82769406182527	0.488861326967854	1.89204851621199	3.06727002062543	0.27226236692718	2.06357244602771	1.682052149679
LOC110437728_2	1.10238720924518	0	0.887602391679082	2.74703893406354	0	2.90420434170097	1.0145422113139
LOC110437729	0	0	0	0	0	0	0
LOC110437730	0	0	0	0	0	0	0
LOC110437731	0	0	0	0	0	0	0
LOC110437732	0	0	0	0	0	0	0
LOC110437733	0	0	0	0	0	0	0
LOC110437734	0	0	0	0	0	0	0
LOC110437735	0	0	0	0	0	0	0
LOC110437735_1	81.2163853750977	44.2321949511596	77.3194364526713	79.3712810259173	33.8222435685825	58.0882176467544	45.3638391017184
LOC110437736	0	0	0	0	0	0	0
LOC110437737	18.0937550072588	3.57668818042039	2.32166349987897	4.54214359290414	0.375843586225724	1.07615705102444	0.995135452755288
LOC110437738	3.96397718678665	0.695797147988944	1.19686925861182	0.529169766490795	0	0.870247742030676	1.14003221456383
LOC110437739	0.660823766282382	0.463977737748107	1.72923219642106	1.41146304983127	0	1.59584276025815	0.456123945953593
LOC110437743	0	0	0	0	0	0	0
LOC110437744	0	0	0	0	0	0	0
LOC110437745	0	0	0	0	0	0	0
LOC110437746	0	0	0	0	0	0	0
LOC110437747	0	0	0	0	0	0	0
LOC110437748	0	0	0	0	0	0	0
LOC110437749	0	0	0	0	0	0	0
LOC110437750	0	0	0	0	0	0	0
LOC110437753	0	0	0	0	0	0	0
LOC110437754	0	0	0	0	0	0	0
LOC110437754_1	0	0	0	0	0	0	0
LOC110437755	0	0	0	0	0	0	0
LOC110437756	0	0	0	0	0	0	0
LOC110437757	0	0	0	0	0	0	0
LOC110437758	0	0	0	0	0	0	0
LOC110437759	0	0	0	0	0	0	0
LOC110437759_1	15.5362275355096	17.0057595643321	23.8637230285305	22.7183134316437	11.4649510030773	19.9401110094784	17.1578463616003
LOC110437760	0	0	0	0	0	0	0
LOC110437760_1	0	0	8.79149035567853	21.1353811865705	0	1.19856052197183	3.76829964202305
LOC110437761	0	0	0	0	0	0	0
LOC110437762	0	0	0	0	0	0	0
LOC110437763	0	0	0	0	0	0	0
LOC110437764	0	0	0	0	0	0	0
LOC110437765	0	0	0	0	0	0	0
LOC110437766	0.478374891459002	0	0.385170196295154	0.51088392829753	0	0	0
LOC110437767	0	0	0	0	0	0	0
LOC110437768	0	0	0	0	0	0	0
LOC110437769	0	0	0	0	0	0	0
LOC110437770	0	0	0	0	0	0	0
LOC110437771	0	0	0	0	0	0	0
LOC110437773	0	0	0	0	0	0	0
LOC110437774	0	0	0	0	0	0	0
LOC110437775	0	0	0	0	0	0	0
LOC110437776	0	0	0	0	0	0	0
LOC110437777	0	0	0	0	0	0	0
LOC110437778	0	0	0	0	0	0	0
LOC110437779	0	0	0	0	0	0	0
LOC110437781	0	0	0	0	0	0	0
LOC110437782	0	0	0	0	0	0	0
LOC110437782_1	44.5998183772085	59.5865964646496	79.5196596138889	44.279795454942	8.33536633619151	35.0325512566387	42.9709279112852
LOC110437783	0	0	0	0	0	0	0
LOC110437784	0	0	0	0	0	0	0
LOC110437785	0	0	0	0	0	0	0
LOC110437786	0	0	0	0	0	0	0
LOC110437787	0	0	0	0	0	0	0
LOC110437788	0	0	0	0	0	0	0
LOC110437789	0	0	0	0	0	0	0
LOC110437790	0	0	0	0	0	0	0
LOC110437791	0	0	0	0	0	0	0
LOC110437792	0	0	0	0	0	0	0
LOC110437793	13.5667119217773	14.853264270324	32.2148518211173	17.1899453297671	10.5501205722643	32.3083161719321	33.436101433842
LOC110437794	0	0	0	0	0	0	0
LOC110437795	0	0	0	0	0	0	0
LOC110437796	0	0	0	0	0	0	0
LOC110437797	0	0	0	0	0	0	0
LOC110437798	0	0	0	0	0	0	0
LOC110437799	0	0	0	0	0	0	0
LOC110437800	0	0	0	0	0	0	0
LOC110437801	0	0	0	0	0	0	0
LOC110437802	0	0	0	0	0	0	0
LOC110437803	11.1364837008387	14.9432654909395	8.3689150713441	7.53241597748563	0.25805823760555	4.99844776601969	4.89677317582844
LOC110437804	18.9207817981817	22.7395145324041	19.0429132291948	12.5608506878972	5.59897859585867	7.85863561240104	8.94184031150236
LOC110437805	0	0	0	0	0	0	0
LOC110437806	1.01547244923483	3.32725751954992	0.817621763991809	1.62672172977372	0	0	0
LOC110437807	0	0	0	0	0	0	0
LOC110437808	0	0	0	0	0	0	0
LOC110437809	0	0	0	0	0	0	0
LOC110437810	0	0	0	0	0	0	0
LOC110437811	0	0	0	0	0	0	0
LOC110437812	0	0	0	0	0	0	0
LOC110437813	0	0	0	0	0	0	0
LOC110437814	0	0	0	0	0	0	0
LOC110437815	0	0	0	0	0	0	0
LOC110437816	0	0	0	0	0	0	0
LOC110437817	0	0	0	0	0	0	0
LOC110437818	0	0	0	0	0	0	0
LOC110437819	0	0	0	0	0	0	0
LOC110437820	0	0	0	0	0	0	0
LOC110437821	0	0	0	0	0	0	0
LOC110437822	0	0	0	0	0	0	0
LOC110437823	0	0	0	0	0	0	0
LOC110437824	0	0	0	0	0	0	0
LOC110437825	0	0	0	0	0	0	0
LOC110437826	0	0	0	0	0	0	0
LOC110437827	13.0763488402673	7.6509742618222	4.60626429930808	0	0	0	0
LOC110437828	0	0	0	0	0	0	0
LOC110437829	0	0	0	0	0	0	0
LOC110437830	0	0	0	0	0	0	0
LOC110437830_1	22.5773627718433	18.5237125546137	39.6249961253652	38.1993683081345	10.5809667805058	17.1532208733507	22.1790410867761
LOC110437832	0	0	0	0	0	0	0
LOC110437833	0	0	0	0	0	0	0
LOC110437834	0	0	0	0	0	0	0
LOC110437835	0	0	0	0	0	0	0
