gene	zcount_ZF4_10_1	zcount_ZF4_10_2	zcount_ZF4_10_3	zcount_ZF4_20_1	zcount_ZF4_20_2	zcount_ZF4_20_3	zcount_ZF4_25_1	zcount_ZF4_25_2	zcount_ZF4_25_3	zcount_ZF4_5_1	zcount_ZF4_5_2	zcount_ZF4_5_3	zcount_ZF4_wt_1	zcount_ZF4_wt_2	zcount_ZF4_wt_3
rasgrp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasgrp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasgrp3_1	1.2849983657296	2.66334564405038	1.47858446610786	1.12349110197444	1.96341294734921	0.757562638265488	5.37534752894172	4.79411767989314	2.95945992142264	1.97015319046379	1.63515515692555	0.117848636801379	4.42704132119981	4.87671777669172	3.25151728819672
rasgrp3_2	0.0429721020949644	0.636185138899987	0	0.450852940745193	1.36369135060778	0	2.93085277344395	1.89471276495482	1.53950822207182	0.760207109098544	0.0863397219447863	0	0	0.543613698344638	0.210455193535268
rasgrp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasl10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasl11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasl11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasl12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf10b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf10b_1	0.21086358724382	2.08116854113403	0.519922214158065	1.84360829022793	0.743513003046236	1.24313290761156	0.767021826549882	4.29107663527784	0.719461742610913	5.96852340035962	2.25956253517575	1.35369747381247	1.13509606164799	0.533501173642901	0
rassf2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf2a_1	6.25817567716963	11.620488345132	9.41531864184424	3.89504151499066	17.578449847778	11.2560034180101	27.2013831397372	5.39635395042516	17.6431640972085	6.00469626945271	4.68859226048968	1.75101647261977	3.42592629515576	1.34183628522305	2.59739973403163
rassf2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf2b_1	0	0	0	0	0.310545386739319	2.8557275177369	0.961093170344809	0.298711219075467	0.676124599600383	0	0	0.242315584727474	0	0	0
rassf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rassf9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
raver1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
raver2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
raver2_1	9.14554117391378	11.8293482507197	6.64631037240563	6.06017774609578	16.9723815326836	1.70264078105214	10.6367321367468	13.386994673497	12.3175174580664	19.4149368860708	11.4120026142282	0.92703704889798	21.9208402796476	31.1766582441265	27.3455615563066
rb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rb1cc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbb4l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbb4l_1	422.243274176699	556.865397828052	479.819123093985	100.051203750447	523.613399721047	190.005185902308	581.535298302482	506.4270630399	572.097865400607	614.903992977609	559.024461827615	263.213694121369	647.631836180406	621.373418234061	621.877436321035
rbbp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbbp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbbp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbbp8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbbp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbck1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfox1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfox1l_1	3.55415561905018	4.51010414919385	1.25191597839047	0	5.37089462600849	0	2.77035733697302	0.861037038797169	1.94893357169405	2.24555520302912	2.55036567694173	2.79390501868544	14.7592124987128	21.5172615798388	13.3656448454848
rbfox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfox3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbfox3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm14a_1	192.232587133906	210.529944353825	187.8876203692	140.530537984283	309.456733248728	155.11355105534	212.358395447536	208.889762391224	171.816681958374	231.439787012423	218.222946581	127.871839913601	216.860385997589	212.834332131822	209.447780519272
rbm14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm15_1	32.6765140802249	37.5595243428708	21.3881878655197	15.9021531535595	41.4392399587377	18.1461363992116	59.7983934403196	42.3908853278975	47.7366163691423	41.6915015910593	37.4182845346583	15.6540723343619	61.2555037318673	68.4362249498221	61.820439203716
rbm15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm15b_1	36.0453383732643	36.0242422363309	33.6086789525852	25.0265517902437	34.7114282747875	26.9349049138232	45.7252800545356	30.8202977438613	35.1388203123572	45.9049312958171	43.8186192569129	38.0578894692222	21.1971036780579	25.2900608274127	29.0510484271018
rbm17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm18_1	69.0368633405397	50.1441449417588	45.1797888508547	60.9262238425104	76.3563321973561	67.3790919494094	72.9638029562659	76.8991851543773	65.5978145795031	66.7955783463469	64.8920803819359	90.6432490849594	72.3335643853476	52.6815483173709	59.3726684127473
rbm19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm19_1	32.7018833169599	29.3451917972832	23.0106592490281	7.58623850255743	23.3879597027324	11.1400968078094	43.8712857593832	38.8460434427089	45.2957000400713	28.789537697894	35.0218750287767	9.44300373862348	136.885321860583	147.036092676775	144.953379525133
rbm20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm20_1	0.0866419690160252	1.11167369103149	0	0.151504443652395	0.407337156784407	0.0851320390526068	0.0787906084203468	0.195907239124346	0.295620418993593	0	0	0.0794603184769696	0.279840514208267	0.438421756558028	0.282885119548
rbm20_2	0	0.0694280502066418	0.404709011824539	0.123006019364082	0.16535792940203	0	0.127939733930145	0.318113041021848	0	0	0.0942241209905482	0.258054410487908	0.378669506096396	0.237302236936553	0.229673609922412
rbm22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm24a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm24b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm24b_1	0.288520899130186	0	0	0	0	0.850478332770849	2.36138025236054	0.489283658544978	2.21496011263745	0	0	0.793817227119083	4.65939530745714	9.48974227432725	7.06513280770227
rbm25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm25b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm39a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm39b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbm8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbms1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbms2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbms2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbms2b_1	50.885935282892	32.3406256777546	59.5658313489167	42.1309163240415	96.9623932460151	18.5602846375045	86.0639881535994	100.458556837761	83.8513644403083	92.0667740928269	41.3091829118033	46.6680601733462	39.2208192050045	43.0776736941102	53.8073667369329
rbms3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbmx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbmx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbmx2_1	19.019140734608	11.4435243701826	22.8206211270099	24.009333905165	17.9310725397599	14.090717900374	27.1921004931866	31.0459693800611	16.3967287836143	8.63646168462078	19.4131914551307	40.2953581565218	106.761562981013	94.9531639072591	69.734930097781
rbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp1_1	6.02674853348385	19.629203285696	14.860035735234	0.395194958907331	1.59379078648858	0	34.9389139095391	3.57712856562274	5.78337983955699	0	0	9.11987746156129	0.973274515669249	0	0
rbp2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp2a_1	0	0	0	0	5.85498854391248	4.07890699445602	4.53008621468028	2.81593422460516	24.0787599341555	0	3.89233228456212	0	0.89386122501692	2.10059760020687	1.35537936785332
rbp2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp2b_1	0.25364750349619	0	0.625413677900282	1.33060424425147	0.894370713809241	0	0	0	60.3644042523221	3.58976407412933	2.54814796765743	2.7914755360605	13.9271351563941	5.13398230867952	4.34782129392252
rbp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp4l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbp7b_1	0	3.69886485897483	0	0	2.20241182201419	0	10.2242202789572	0	5.5943157448734	1.1049862647882	0	0	7.06092946271396	2.37048166019062	6.11807217866124
rbpja	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbpjb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbpjl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbpms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbpms2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbpms2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rc3h1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rc3h1a_1	3.95709768051227	7.98277676854183	4.93207864653025	0.570287299079154	6.8997740667305	1.53816385408109	24.2009793663211	8.40666350356931	6.78785555090759	7.23116980496014	3.75688482411032	0.837484274943613	11.7976889412788	12.1021310757297	5.85654009797681
rc3h1a_2	5.34860455717591	10.5578660487166	5.68261235361093	1.25463205797414	10.8863101941748	2.05088513877479	26.4549921504393	8.70163415281736	8.0118950764811	7.5388791583627	4.98005662730902	1.1964061070623	13.7639704314919	18.4832547338417	14.3751438768522
rc3h1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rc3h2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rca2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rca2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcan1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcan1a_1	294.392477327143	267.965031849686	249.753553519119	98.2103777252307	358.888808715353	154.712210657207	429.786427831469	326.634690254154	337.237609705611	312.683240523674	331.80200273925	97.8444252322214	956.124371232827	1028.82890288249	952.51336378747
rcan1b	121.188593294133	114.564394709368	95.5260290325525	24.3201076429982	129.184319684491	42.2529910665567	162.575350078883	126.471250659449	122.996126131016	114.200140605678	104.325205796119	14.6168757665711	74.6257398742906	75.4494715359527	81.0013834582029
rcan2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcan3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcan3_1	0.662942338683223	0.916029486665812	0.435894381566863	15.5337965181175	13.4020096357173	5.99277959755169	10.6104686006067	23.0844030101521	30.6493427586122	1.56372298683664	1.68718282100954	0.364795098462452	4.56790172687435	3.80186947479865	3.89609960104745
rcbtb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcbtb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcc1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcc2_1	363.704201435527	352.60118297669	347.842805847498	182.616398128401	297.599363736699	227.382874293383	379.743572870773	354.809019604904	316.821817253414	392.591385674986	385.784456322064	206.50552614215	706.925337975864	730.814873727682	719.010349424965
rccd1	13.6552560399109	8.8339136738144	6.79048682535318	13.8451936508463	4.04613029457367	14.206534605081	23.166050642552	15.1785722838473	16.1503877607141	10.9620549273914	20.5195078276741	13.2600578670065	30.0206562645926	21.7744873192175	28.0993283579347
rce1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rce1a_1	1.9966651644224	0.80617760849778	0.447558014676617	0	3.20014412221726	0.535055130324412	4.45679297163007	1.84691641115983	3.25145669303781	3.53224296342067	2.00585387622069	0.249704174429805	3.81073008873112	3.90359964742861	2.00017558859001
rce1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rchy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rchy1_1	202.276335005369	212.836647054903	210.630392235702	165.315696953207	176.931015913393	178.108387417918	230.209274102449	222.010712623146	205.715738889842	208.254393496923	193.264889308875	244.586427921491	246.748262924909	224.478028548774	251.700402797827
rchy1_2	199.15103540872	70.4314508370091	4.70921608657057	154.385733518284	100.40375989549	99.8021136393508	216.472506717735	221.421824791255	62.6477736144011	5.52887770345813	69.0730109804283	242.19788858632	108.793552289619	105.86928547995	241.921502013452
rcl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcn2_1	72.3637827272838	52.218955381909	65.9175212815724	53.6008763459263	52.8082132122011	49.3042776077465	61.4786028562024	74.2948122653305	60.8901462826295	60.6655486975732	88.7266589602023	67.0074681820664	75.2709214200788	75.6070661191542	79.0032032825961
rcn2_2	20.1192715482002	5.56551157599208	16.8219860380338	8.21703694988226	19.1467906989711	18.0585575918752	20.8917341181397	5.43069828742071	17.2803892892615	29.0650945620138	18.3235556719615	18.5793016734814	18.4378610872941	24.6590439050537	24.2072695975979
rcn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcn3_1	166.76340225016	126.093538419225	143.798684306626	90.6946901302213	105.975418721227	96.6479621647618	230.047708273813	262.3518116187	193.84335032264	193.677395520794	198.386817223562	135.572752031943	208.144940606847	269.8408498643	217.10016672288
rcor1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcor2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcor3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcvrn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcvrn2_1	0.154745161284148	0	0	0	1.36409326376741	0.228072571467196	0	0.524844327627558	0.197995108211889	0	0.155457303066634	0	0.999607141822636	0.78303443700019	1.51572398272403
rcvrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcvrna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rcvrna_1	0	0	0	0	0	0	1.89924855619452	0	0	0	0	0	0	0	0
rcvrnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh10a_1	0	0.183139301223626	0.152507576247948	4.8670320638969	4.14376592381932	3.09948496720369	5.23098801874694	6.29345774540679	11.0794972555381	1.75073311503339	0	0.850879152478152	1.19863833481913	1.40841594823031	0
rdh10b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh12l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh20_1	0.630282258039365	0.746486555376511	0.310814922033416	0	0.444479827519718	0	0.687800471085135	2.99279209293242	0.645152599791548	1.78402276804181	0.253273134209684	0	13.0285874664523	13.0762351909161	10.4951112848729
rdh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rdh8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rec8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reck	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recql	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recql4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recql5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep2_1	36.9940317700492	30.8158754144562	47.4740304802508	40.6993124336403	48.8741829416191	29.702328189081	51.107836107366	52.7878823294104	34.1382613273415	25.7763224751989	32.3167646887466	46.9867445992343	99.4690974684171	73.8488717791832	91.2838991833693
reep3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reep6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
relb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
relb_1	95.009654477632	99.8157649695109	75.964580666895	49.9413046080714	140.233142591094	69.004795354537	88.1402090456039	85.022370900532	82.5933584795898	103.138011653109	110.601769101317	42.8213445997472	123.715045608197	127.332135572391	124.644515992399
relb_2	84.3860415762722	85.3893879142745	65.8545468554254	42.7000097566635	115.47657624886	46.018998786329	94.2902172078113	83.0374208998276	74.8557045260646	98.9982898141184	94.6125618294257	33.5051613216113	118.202672833462	127.023950501631	121.772577458797
rell1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rell2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rell2_1	2.70804032247258	2.74912979704177	1.71698450033632	0.405887236310128	4.09227979130223	4.56145142934392	1.05541796425133	3.67391029339291	4.55388748887345	1.09502087141876	2.33185954599951	0.212877776291086	0.499803570911318	0.78303443700019	1.13679298704302
reln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
relt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rem2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rem2_1	0.185911172097271	0.550468415914993	0	4.8763380525468	0.327764920612054	0	0	1.26109822508343	1.90297401646608	0	0	0	1.20093018631974	0.940739269436176	1.13812129837269
ren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
renbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rerea_1	3.53569247297719	4.71100878856703	2.39741909861774	2.55032480148198	8.10354070996858	1.04222253870464	9.16358651870579	7.79473348394746	4.52388823005346	10.3205717131218	3.37436564201909	0.243196732308301	4.853395584804	7.1564601878563	6.70994931291505
rereb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rerg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rergla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rergla_1	0	0	0	2.20648144324324	2.96618982229453	4.3394629855943	0.860618397669974	6.4195991479463	1.34542458175707	0	0	0	0	0	0.257492763827938
rerglb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rerglb_1	81.7412236552876	87.4974943846056	64.6362992274393	11.876512555921	54.6194533147391	12.6446116828137	97.5226893438116	90.5270706280474	115.25935821423	91.0638680569574	85.7085390755364	19.6703239367008	93.1353737510685	103.104332210154	87.5349175071936
rest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ret	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retreg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retreg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retreg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retsat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retsatl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rev1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rev1_1	7.63578415878756	10.1115443392246	7.28497516154564	6.03865383144903	12.7178997846329	3.28008079959334	10.4681024078598	11.8428271164948	11.9791989043642	6.78806347876995	8.63460821452979	4.11726117443809	9.29488685051139	14.465072819525	9.86581390688812
rev3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rexo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rexo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfc1_1	20.374244488992	10.1539723773863	6.96345796279014	0.529113029353107	35.5645339170341	2.37851616716827	48.4295247330596	47.208767270317	30.4564674409201	24.2669044430251	22.2918892053019	0.555013289500272	5.86387799482054	14.2906492340491	7.40959467695746
rfc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfc3_1	79.8604399996496	83.537872336567	56.9171440679033	49.8444775349595	35.7641046828995	66.6697511269696	64.5661008969771	106.366982009779	86.5180063181688	88.2734750842555	107.048694196832	93.3420551701284	43.3033249737414	44.8351372680445	56.5261452909763
rfc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfesd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rffl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfng	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rft1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rftn1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rftn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfwd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfwd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx4_1	0.243810288382329	0	0.360694949641586	1.9184990984067	1.03162118443393	0	0.266059894699265	1.81923221888288	0.998250161095047	0.517581329645027	0.391891696797867	0	2.04742335425975	2.09732017165422	2.02989698371747
rfx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfx7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfxank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rfxap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgcc_1	3.01337426674192	1.33835476947927	2.60050625366595	4.74233950688797	2.65631797748096	10.2149652230995	20.1412562537343	15.330550995526	32.3869271015191	1.06617476375226	5.44903542670546	3.7308589615478	241.372079885974	213.855157957424	209.193984260786
rgcc_2	1.20534970669677	1.33835476947927	0.743001786761699	2.76636471235132	2.65631797748096	8.43844953212565	13.1534734718265	4.08814693214028	20.0490501104642	1.06617476375226	0.908172571117577	0	145.017902834718	193.270169490934	122.491010184446
rgcc_3	3.16404298007902	1.33835476947927	2.60050625366595	5.13753446579531	2.65631797748096	10.2149652230995	21.374394391718	17.3746244615962	32.3869271015191	1.06617476375226	5.44903542670546	3.7308589615478	244.291903432981	217.285989368506	214.728216648638
rgl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgl1_1	40.5392443461696	41.6341453952014	35.5806562035998	34.329038400068	56.9168385116867	33.3368524302069	54.1082628534159	42.3413874158992	48.0910345670663	52.6002446952712	55.7619909029131	37.8560951234619	37.9366550746367	37.3589945954877	37.3084855952427
rgl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgl3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgl3a_1	0.745386615895958	0.980902833129611	0.204209463255345	0.868935196416346	0.681401121158848	3.33647334579638	7.98345877104138	1.77903649384639	3.7442175441811	0.195354376549722	0.443743352308317	0.987425687679927	2.58581887221911	2.51451433346739	1.89286181639633
rgl3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rgmb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
