gene	zcount_KL-1	zcount_KL-2	zcount_KL-3	zcount_Kn-1	zcount_Kn-2	zcount_Kn-3
plpp1a	0	0	0	0	0	0
plpp2a	0	0	0	0	0	0
plpp2b	0	0	0	0	0	0
plpp2b_1	11.53898812189	19.2003327403181	18.530357507742	35.7165960254227	10.0519218307775	38.8108285994676
plpp3	0	0	0	0	0	0
plpp4	0	0	0	0	0	0
plpp5	0	0	0	0	0	0
plpp6	0	0	0	0	0	0
plpp6_1	6.130470411243	1.31052124495866	15.3974677901256	8.93421050073827	4.32447915819426	0.765986957413088
plpp7	0	0	0	0	0	0
plppr1	0	0	0	0	0	0
plppr2a	0	0	0	0	0	0
plppr2b	0	0	0	0	0	0
plppr3a	0	0	0	0	0	0
plppr3b	0	0	0	0	0	0
plppr3b_1	0	0.586774874646669	0	0.0975662847391805	0.446826739135497	0
plppr4a	0	0	0	0	0	0
plppr5a	0	0	0	0	0	0
plppr5b	0	0	0	0	0	0
plrdgb	0	0	0	0	0	0
plrg1	0	0	0	0	0	0
plrg1_1	98.1793741803671	155.588537045575	145.333900514742	195.889469356617	88.7609766811053	167.889213982045
pls1	0	0	0	0	0	0
pls3	0	0	0	0	0	0
plscr3a	0	0	0	0	0	0
plscr3a_1	49.959766661865	27.8608319532982	1.40288649352498	2.77954423157206	19.0943217003139	0
plscr3b	0	0	0	0	0	0
pltp	0	0	0	0	0	0
plvap	0	0	0	0	0	0
plxdc1	0	0	0	0	0	0
plxdc2	0	0	0	0	0	0
plxna1a	0	0	0	0	0	0
plxna1b	0	0	0	0	0	0
plxna2	0	0	0	0	0	0
plxna3	0	0	0	0	0	0
plxna4	0	0	0	0	0	0
plxnb1a	0	0	0	0	0	0
plxnb1b	0	0	0	0	0	0
plxnb2a	0	0	0	0	0	0
plxnb2b	0	0	0	0	0	0
plxnb3	0	0	0	0	0	0
plxnc1	0	0	0	0	0	0
plxnd1	0	0	0	0	0	0
pm20d1.1	0	0	0	0	0	0
pm20d1.2	0	0	0	0	0	0
pmaip1	0	0	0	0	0	0
pmch	0	0	0	0	0	0
pmchl	0	0	0	0	0	0
pmela	0	0	0	0	0	0
pmelb	0	0	0	0	0	0
pmepa1	0	0	0	0	0	0
pmfbp1	0	0	0	0	0	0
pmm2	0	0	0	0	0	0
pmp22a	0	0	0	0	0	0
pmp22a_1	43.1960073496243	21.7210864839619	35.8236098512805	39.8855590536124	128.009250899315	1.83996585290126
pmp22b	0	0	0	0	0	0
pmpca	0	0	0	0	0	0
pmpcb	0	0	0	0	0	0
pms1	0	0	0	0	0	0
pms2	0	0	0	0	0	0
pms2_1	50.6053738831474	46.989374214639	40.0024052035475	41.1285880357863	38.3585420309806	36.9127362182713
pmt	0	0	0	0	0	0
pmvk	0	0	0	0	0	0
pmvk_1	13.8907030205636	38.3445022608419	30.814381160255	20.0932765875336	19.4661242318333	21.0536872772068
pnck	0	0	0	0	0	0
pnisr	0	0	0	0	0	0
pnisr_1	718.40686159808	1175.79279019346	745.457946650472	411.404821064939	1031.36709342498	540.417005126613
pnkd	0	0	0	0	0	0
pnkp	0	0	0	0	0	0
pnkp_1	44.7495932481813	97.7440329719677	145.527109767727	211.534319960208	30.0812024852633	230.100491227855
pnn	0	0	0	0	0	0
pno1	0	0	0	0	0	0
pnoca	0	0	0	0	0	0
pnocb	0	0	0	0	0	0
pnp4a	0	0	0	0	0	0
pnp4b	0	0	0	0	0	0
pnp5a	0	0	0	0	0	0
pnp5b	0	0	0	0	0	0
pnp6	0	0	0	0	0	0
pnp6_1	331.14353591427	356.117489149148	38.5495924818156	19.500881126043	337.38830876968	1.66612982262169
pnpla1	0	0	0	0	0	0
pnpla2	0	0	0	0	0	0
pnpla3	0	0	0	0	0	0
pnpla4	0	0	0	0	0	0
pnpla4_1	5.05682247274762	4.86452552101853	5.98754941745396	19.4124337334177	13.1709044809132	13.9004212736163
pnpla6	0	0	0	0	0	0
pnpla7a	0	0	0	0	0	0
pnpla7b	0	0	0	0	0	0
pnpla8	0	0	0	0	0	0
pnpo	0	0	0	0	0	0
pnpo_1	100.28660278126	105.290404061947	75.9130495146805	75.5483735290705	94.5286790348873	94.5855203958834
pnpt1	0	0	0	0	0	0
pnpt1_1	60.7329018263662	174.245221491407	165.154490687271	148.612964914719	226.86882968373	344.274829106908
pnpt1_2	71.0777468196015	208.99484588339	207.007295847483	210.220418037565	307.818562215222	296.591447193878
pnrc1	0	0	0	0	0	0
pnrc2	0	0	0	0	0	0
pnrc2_1	1829.85218770956	1133.89427716796	862.266578482366	449.520003433694	1670.53699215354	532.660940879224
pnx	0	0	0	0	0	0
poc1a	0	0	0	0	0	0
poc1b	0	0	0	0	0	0
poc1b_1	22.5534420110177	30.602492726462	91.0763547120983	113.920404421545	24.810879779394	145.942540904775
poc1bl	0	0	0	0	0	0
poc5	0	0	0	0	0	0
podn	0	0	0	0	0	0
podn_1	0	0	4.46474193574219	2.90654608251577	11.767855961486	0.296146884895536
podxl	0	0	0	0	0	0
podxl2	0	0	0	0	0	0
pof1b	0	0	0	0	0	0
pof1b_1	58.9698078547424	35.4803785355037	6.78614394664507	2.74396168601772	31.4164738299109	0.160759202657473
pofut1	0	0	0	0	0	0
pofut2	0	0	0	0	0	0
poglut1	0	0	0	0	0	0
pogza	0	0	0	0	0	0
pogzb	0	0	0	0	0	0
pogzb_1	30.8757273927015	41.5352315869421	14.2059970682706	8.07905778682013	32.6235340103568	20.9484035961249
pola1	0	0	0	0	0	0
pola2	0	0	0	0	0	0
polb	0	0	0	0	0	0
pold1	0	0	0	0	0	0
pold1_1	159.032498171558	207.896806719473	579.701225996584	679.639793026256	111.277692553205	777.335256632475
pold2	0	0	0	0	0	0
pold3	0	0	0	0	0	0
poldip2	0	0	0	0	0	0
poldip2_1	94.7429509782619	78.2765157617824	141.67297732798	112.315285830943	73.084887563475	66.5481662363981
poldip2_2	178.082611819344	206.120942030936	294.988435295171	293.689262116797	179.502447431312	377.23416885501
poldip3	0	0	0	0	0	0
pole	0	0	0	0	0	0
pole_1	12.1755335606762	25.1429014780107	34.7044128547319	53.0760588981141	15.5389609372418	63.0427752229676
pole2	0	0	0	0	0	0
pole3	0	0	0	0	0	0
pole3_1	124.433952990111	190.053293609242	159.673270807201	274.808278636946	230.81344749308	230.760770046232
pole3_2	39.4357745752474	151.74456520574	129.576058827805	96.8255098234698	66.442908523673	190.320882181804
pole4	0	0	0	0	0	0
polg	0	0	0	0	0	0
polg2	0	0	0	0	0	0
polh	0	0	0	0	0	0
polh_1	76.1206453996934	158.586568517989	184.990813058909	184.653000413701	101.113822967655	222.396328077282
poli	0	0	0	0	0	0
polk	0	0	0	0	0	0
poll	0	0	0	0	0	0
polm	0	0	0	0	0	0
poln	0	0	0	0	0	0
poln_1	1.62783118930319	3.1318585562181	0.860179638996201	2.08300536959979	1.30085338121405	5.10332628864326
polq	0	0	0	0	0	0
polq_1	2.86675051239509	10.3583252043587	6.99951113827372	10.3787501084332	5.12196334325097	16.197326854437
polr1a	0	0	0	0	0	0
polr1b	0	0	0	0	0	0
polr1b_1	52.4442434349585	80.8472130419154	151.083814290517	163.114372459817	43.4670336074952	162.72385415525
polr1c	0	0	0	0	0	0
polr1d	0	0	0	0	0	0
polr1d_1	161.552581934611	18.9944559112826	147.232973633687	631.662524753445	254.219322288569	629.117598059768
polr1e	0	0	0	0	0	0
polr1e_1	136.560111382524	265.928554197267	385.761362562382	508.832095740891	57.973986141482	496.015337919601
polr2a	0	0	0	0	0	0
polr2b	0	0	0	0	0	0
polr2c	0	0	0	0	0	0
polr2c_1	171.17712574004	117.394700167674	194.395745495573	234.762370528189	113.59440696435	318.673262190904
polr2c_2	170.76761108516	112.667396805217	192.544357443234	148.298551025619	112.394466045712	314.68217123861
polr2d	0	0	0	0	0	0
polr2ea	0	0	0	0	0	0
polr2eb	0	0	0	0	0	0
polr2f	0	0	0	0	0	0
polr2f_1	487.103130698176	596.890039490832	500.209742455665	673.28462531161	661.460832739047	808.244228585265
polr2gl	0	0	0	0	0	0
polr2h	0	0	0	0	0	0
polr2i	0	0	0	0	0	0
polr2i_1	90.2629710809095	37.626558801177	283.221945695812	143.896620820923	112.405864448221	119.548206229074
polr2j	0	0	0	0	0	0
polr2k	0	0	0	0	0	0
polr2l	0	0	0	0	0	0
polr2l_1	221.164036521511	10.4804818135765	387.000145274464	519.308906479672	473.530155765759	261.364905543828
polr2m	0	0	0	0	0	0
polr2m_1	40.0403255811345	74.1517275217206	135.107832294428	104.938727069207	38.4807012000427	130.343940887429
polr3a	0	0	0	0	0	0
polr3b	0	0	0	0	0	0
polr3b_1	59.8130890997425	72.9900952605795	83.8797512880375	96.9938410369384	51.6969277335159	88.0763928270981
polr3c	0	0	0	0	0	0
polr3d	125.23263048042	148.436718738602	289.824223628512	357.462827996092	87.0052154916742	421.085515173448
polr3e	0	0	0	0	0	0
polr3f	0	0	0	0	0	0
polr3f_1	87.6853536222046	208.295135162709	344.122220508006	434.217773065543	98.7526107637191	484.638216911289
polr3g	0	0	0	0	0	0
polr3gla	0	0	0	0	0	0
polr3glb	0	0	0	0	0	0
polr3h	0	0	0	0	0	0
polr3k	0	0	0	0	0	0
polrmt	0	0	0	0	0	0
polrmt_1	5.27901618745925	24.8270969183835	49.2474565033381	30.0228211948928	16.0412303816779	35.6183935197086
polrmt_2	5.27901618745925	15.7990616753349	48.8686299148509	19.1395485117442	13.7496260414382	35.6183935197086
pom121	0	0	0	0	0	0
pomca	0	0	0	0	0	0
pomcb	0	0	0	0	0	0
pomcb_1	0	3.44820790533104	0	0	1.75053109323866	0
pomgnt1	0	0	0	0	0	0
pomgnt1_1	30.0007137098166	17.2833117776838	30.7605862963394	53.1380274432374	28.3089389053691	64.2965487224162
pomgnt2	0	0	0	0	0	0
pomk	0	0	0	0	0	0
pomk_1	29.7696419178873	79.1952964991473	115.122523077302	133.563550746141	43.4353297337521	174.960955509961
pomp	0	0	0	0	0	0
pomt1	0	0	0	0	0	0
pomt1_1	13.4530307792123	37.2288267024316	9.64078201548392	41.032459370297	11.8798339885165	44.4868824171543
pomt2	0	0	0	0	0	0
pon1	0	0	0	0	0	0
pon2	0	0	0	0	0	0
pon3.1	0	0	0	0	0	0
pon3.2	0	0	0	0	0	0
ponzr1	0	0	0	0	0	0
ponzr10	0	0	0	0	0	0
ponzr10_1	6.93363320143903	0	0	0	1.69305096778903	0
ponzr2	0	0	0	0	0	0
ponzr2_1	5.85482088618305	0	0	0	1.55959323797248	0
ponzr3	0	0	0	0	0	0
ponzr3_1	0	0	3.08492157252222	3.49266662549282	4.66534021088751	0
ponzr4	0	0	0	0	0	0
ponzr4_1	15.5960191751258	7.00137469050206	5.03632483351402	2.99354674179158	9.64751066246836	0
ponzr5	0	0	0	0	0	0
ponzr5_1	74.7860626556728	25.391349121074	14.2059970682706	9.00684635846785	61.0139655588819	22.4263959198165
ponzr6	0	0	0	0	0	0
ponzr6_1	383.489434068938	490.0084918102	139.11195926102	73.5615553149301	240.941520246818	16.9115457953504
pop1	0	0	0	0	0	0
pop4	0	0	0	0	0	0
pop4_1	119.409859113515	264.356130567577	413.7746751716	678.526330420492	113.96697078009	565.323547851149
pop5	0	0	0	0	0	0
pop7	0	0	0	0	0	0
popdc2	0	0	0	0	0	0
popdc2_1	0	0	0.853329516728883	0	1.29049391173908	0
popdc3	0	0	0	0	0	0
pora	0	0	0	0	0	0
porb	0	0	0	0	0	0
porcn	0	0	0	0	0	0
porcn_1	0	0.840646622518629	0	1.67734723380045	0	4.25836491373491
porcnl	0	0	0	0	0	0
postna	0	0	0	0	0	0
postnb	0	0	0	0	0	0
pot1	0	0	0	0	0	0
pou1f1	0	0	0	0	0	0
pou1f1_1	2.48158880607059	0	1.92327344924279	0.317549070330598	0	0
pou1f1_2	2.48158880607059	0	3.20545574873799	0.635098140661194	0	0
pou2af1	0	0	0	0	0	0
pou2af1_1	41.2716261990418	33.3498316814106	26.6551757357743	9.24209980812932	7.25593271909584	9.28221579523322
pou2f1a	116.999703635531	283.102557567475	622.359639176325	420.212802524624	166.856555824251	383.676775683387
pou2f1b	0	0	0	0	0	0
pou2f2a	0	0	0	0	0	0
pou2f3	0	0	0	0	0	0
pou3f1	0	0	0	0	0	0
pou3f1_1	0	0	0	0	0	0
pou3f2a	0	0	0	0	0	0
pou3f2b	0	0	0	0	0	0
pou3f2b_1	0	0	0	0.681502437701252	0	0
pou3f3a	0	0	0	0	0	0
pou3f3b	0	0	0	0	0	0
pou4f1	0	0	0	0	0	0
pou4f2	0	0	0	0	0	0
pou4f3	0	0	0	0	0	0
pou5f3	0	0	0	0	0	0
pou6f1	0	0	0	0	0	0
pou6f2	0	0	0	0	0	0
ppa1a	0	0	0	0	0	0
ppa1b	0	0	0	0	0	0
ppa2	0	0	0	0	0	0
ppan	0	0	0	0	0	0
ppap2d	0	0	0	0	0	0
ppap2d_1	57.6421988115955	73.2490635183924	6.43448102504022	10.4721145620054	49.6970628749592	13.6042475248887
pparaa	0	0	0	0	0	0
pparab	0	0	0	0	0	0
pparda	0	0	0	0	0	0
ppardb	0	0	0	0	0	0
pparg	0	0	0	0	0	0
ppargc1a	0	0	0	0	0	0
ppargc1b	0	0	0	0	0	0
ppat	0	0	0	0	0	0
ppcdc	0	0	0	0	0	0
ppcdc_1	10.3531832937061	25.1916269203315	34.6128708851666	16.3653500954856	24.3881017751257	14.8384031734497
ppcs	0	0	0	0	0	0
ppdpfa	0	0	0	0	0	0
ppdpfb	0	0	0	0	0	0
ppef1	0	0	0	0	0	0
ppef2a	0	0	0	0	0	0
ppef2b	0	0	0	0	0	0
ppfia1	0	0	0	0	0	0
ppfia2	0	0	0	0	0	0
ppfia3	0	0	0	0	0	0
ppfia4	0	0	0	0	0	0
ppfibp1a	0	0	0	0	0	0
ppfibp1a_1	13.9477609436473	47.4080273421494	95.9365444927532	95.0397163535887	15.4394319640649	183.161750503225
ppfibp1b	0	0	0	0	0	0
ppfibp1b_1	29.5026600803781	94.6934827505027	71.4533198900411	62.6178222955279	35.3270344219291	93.8938979148156
ppfibp1b_2	25.3893084345561	66.8585108757152	42.8719919340247	60.4398110852486	29.9240762162223	79.6449938144925
ppfibp2a	0	0	0	0	0	0
ppfibp2b	0	0	0	0	0	0
pphln1	0	0	0	0	0	0
ppiaa	0	0	0	0	0	0
ppiab	0	0	0	0	0	0
ppib	0	0	0	0	0	0
ppid	0	0	0	0	0	0
ppie	0	0	0	0	0	0
ppie_1	69.6830136744622	174.499024054924	202.163514850406	203.458225776104	145.844247653826	296.443031780432
ppifa	0	0	0	0	0	0
ppifb	0	0	0	0	0	0
ppig	0	0	0	0	0	0
ppih	0	0	0	0	0	0
ppil1	0	0	0	0	0	0
ppil2	0	0	0	0	0	0
ppil2_1	74.4866420167681	91.834261637895	220.899535564208	313.76009477414	60.2805921803627	170.487575264783
ppil3	0	0	0	0	0	0
ppil4	0	0	0	0	0	0
ppil4_1	58.4819921241043	82.9530963386747	84.2799390050291	55.0255349950828	57.5684135354645	93.7038218143993
ppil6	0	0	0	0	0	0
ppip5k1a	0	0	0	0	0	0
ppip5k1b	0	0	0	0	0	0
ppip5k1b_1	24.5513069012352	23.5035935900138	16.6224093146872	14.0387043041376	21.1994464012064	28.1865782051615
ppip5k2	0	0	0	0	0	0
ppl	0	0	0	0	0	0
ppm1aa	0	0	0	0	0	0
ppm1ab	0	0	0	0	0	0
ppm1ba	0	0	0	0	0	0
ppm1bb	0	0	0	0	0	0
ppm1bb_1	102.659188231153	151.224073596226	115.576509178816	57.1426127864487	129.400212163535	64.3615251801771
ppm1da	0	0	0	0	0	0
ppm1db	0	0	0	0	0	0
ppm1db_1	4.59893173669893	18.2860613522413	8.71261150712943	8.23883913201984	13.4755772647411	20.6865009882151
ppm1db_2	47.5222946125556	83.1720855053555	39.4047656799717	37.8594274399959	61.9876554178089	47.5789522728948
ppm1db_3	4.59893173669893	19.4658072459343	8.71261150712943	7.65035062258984	13.4755772647411	20.6865009882151
ppm1e	0	0	0	0	0	0
ppm1f	0	0	0	0	0	0
ppm1f_1	8.18992047280985	3.55802344371738	4.77755824971139	5.23999307592846	0	4.35732040833559
ppm1g	0	0	0	0	0	0
ppm1h	0	0	0	0	0	0
ppm1j	0	0	0	0	0	0
ppm1k	0	0	0	0	0	0
ppm1la	0	0	0	0	0	0
ppm1lb	0	0	0	0	0	0
ppm1na	0	0	0	0	0	0
ppm1nb	0	0	0	0	0	0
ppme1	0	0	0	0	0	0
ppox	0	0	0	0	0	0
ppp1caa	0	0	0	0	0	0
ppp1caa_1	255.608078433853	536.664300351843	448.70656454209	448.326835005008	399.805671953805	460.406605520876
ppp1cab	0	0	0	0	0	0
ppp1cb	0	0	0	0	0	0
ppp1cbl	0	0	0	0	0	0
ppp1cc	0	0	0	0	0	0
ppp1r10	0	0	0	0	0	0
ppp1r11	0	0	0	0	0	0
ppp1r12a	0	0	0	0	0	0
ppp1r12c	0	0	0	0	0	0
ppp1r13ba	0	0	0	0	0	0
ppp1r13bb	0	0	0	0	0	0
ppp1r13l	0	0	0	0	0	0
ppp1r14aa	0	0	0	0	0	0
ppp1r14ab	0	0	0	0	0	0
ppp1r14ab_1	3.53123380107072	19.6268266179113	0	1.00414165482919	0	0
ppp1r14ba	0	0	0	0	0	0
ppp1r14bb	0	0	0	0	0	0
ppp1r14c	0	0	0	0	0	0
ppp1r15a	0	0	0	0	0	0
ppp1r15b	0	0	0	0	0	0
ppp1r15b_1	0	0	0	0	0	0
ppp1r15b_2	5.91993474219249	17.084448064782	41.1881753738441	31.1618937089484	9.19880565214381	81.2976719559613
ppp1r16a	0	0	0	0	0	0
ppp1r16b	0	0	0	0	0	0
ppp1r18	0	0	0	0	0	0
ppp1r1b	0	0	0	0	0	0
ppp1r1c	0	0	0	0	0	0
ppp1r2	0	0	0	0	0	0
ppp1r21	0	0	0	0	0	0
ppp1r26	0	0	0	0	0	0
ppp1r27a	0	0	0	0	0	0
ppp1r27b	0	0	0	0	0	0
ppp1r27b_1	0	7.18469042654184	0	0	13.3738324036497	0
ppp1r32	0	0	0	0	0	0
ppp1r35	0	0	0	0	0	0
ppp1r36	0	0	0	0	0	0
ppp1r37	0	0	0	0	0	0
ppp1r3aa	0	0	0	0	0	0
ppp1r3aa_1	0	1.4028810062185	0	0	6.76582603043614	0
ppp1r3ab	0	0	0	0	0	0
ppp1r3ab_1	2.64989168182455	0.527404891263851	0	0.116926014881762	2.32045223122619	0
ppp1r3b	0	0	0	0	0	0
ppp1r3b_1	13.7171286760752	101.45876614678	293.92767225475	286.304242119171	40.7887528434002	255.259959858069
ppp1r3b_2	21.9935866410717	212.160015486134	339.527066385394	305.278078901621	52.5104077121731	421.595702359938
ppp1r3ca	0	0	0	0	0	0
ppp1r3ca_1	13.6999669422535	21.5656284224028	14.4786912747286	24.9016362122519	6.08227425425548	42.4831836916631
ppp1r3ca_2	3.73635462061459	13.1789951470239	10.8590184560464	23.3079314946678	5.47404682882994	28.0108903461515
ppp1r3cb	0	0	0	0	0	0
ppp1r3da	0	0	0	0	0	0
ppp1r3db	0	0	0	0	0	0
ppp1r42	0	0	0	0	0	0
ppp1r7	0	0	0	0	0	0
ppp1r8a	0	0	0	0	0	0
ppp1r8b	0	0	0	0	0	0
ppp1r8b_1	33.839847355508	65.5400635432851	56.3868806709818	57.0144921729936	49.3576319436242	42.2820435893977
ppp1r9a	0	0	0	0	0	0
ppp1r9ba	0	0	0	0	0	0
ppp1r9ba_1	36.0537253691662	43.4850364206838	13.2336754911534	6.95528691015017	23.2215906477622	7.62204305771541
ppp1r9bb	0	0	0	0	0	0
ppp2ca	0	0	0	0	0	0
ppp2cb	0	0	0	0	0	0
ppp2cb_1	378.547892449428	588.322961549992	815.021224709704	902.920377850661	426.719887983729	919.55708092581
ppp2r1ba	0	0	0	0	0	0
ppp2r1bb	0	0	0	0	0	0
ppp2r2aa	0	0	0	0	0	0
ppp2r2ab	0	0	0	0	0	0
ppp2r2ab_1	41.517004070705	0	32.4586318715105	95.4170729579455	44.285307769872	276.026726826716
ppp2r2ba	0	0	0	0	0	0
ppp2r2bb	0	0	0	0	0	0
ppp2r2ca	0	0	0	0	0	0
ppp2r2cb	0	0	0	0	0	0
ppp2r2cb_1	1.01130578303817	0	0	0.258817424093904	0	0
ppp2r2d	0	0	0	0	0	0
ppp2r3a	0	0	0	0	0	0
ppp2r3b	0	0	0	0	0	0
ppp2r3c	0	0	0	0	0	0
ppp2r4	0	0	0	0	0	0
ppp2r4_1	202.253772628557	147.713265335819	247.188554019108	206.753113497538	139.064884500263	191.144040211559
ppp2r4_2	204.259121648954	140.54806962923	245.893404409726	159.463837537994	85.9012465625371	186.204362767889
ppp2r5a	0	0	0	0	0	0
ppp2r5b	0	0	0	0	0	0
ppp2r5b_1	0	0.256950175098265	0	1.70898073728978	0.260888718587546	2.30283490761685
ppp2r5ca	0	0	0	0	0	0
ppp2r5cb	0	0	0	0	0	0
ppp2r5d	0	0	0	0	0	0
ppp2r5ea	0	0	0	0	0	0
ppp2r5eb	0	0	0	0	0	0
ppp3ca	0	0	0	0	0	0
ppp3cb	0	0	0	0	0	0
ppp3cca	0	0	0	0	0	0
ppp3cca_1	30.697362852186	13.5345957870042	10.3259450055711	14.3211832929934	6.87102733072969	10.5477866272265
ppp3cca_2	25.50415303254	48.6142625709705	32.7910692799935	16.9221757527944	20.2973332779262	16.4645142879499
ppp3ccb	0	0	0	0	0	0
ppp3ccb_1	49.6516686168513	85.8251346376983	54.6147991498404	69.7398850050704	20.0802404362687	20.0655835236835
ppp3ccb_2	70.9676841614728	88.2015285258362	75.6098670010078	58.8287271908178	80.4463512928481	38.6404318637338
ppp3r1a	0	0	0	0	0	0
ppp3r1b	0	0	0	0	0	0
ppp4ca	0	0	0	0	0	0
ppp4cb	0	0	0	0	0	0
ppp4r1	0	0	0	0	0	0
ppp4r1l	0	0	0	0	0	0
ppp4r1l_1	63.2292677271403	46.1429773764699	3.28569243831841	7.90494494227232	31.2335059639678	0
ppp4r2a	0	0	0	0	0	0
ppp4r2b	0	0	0	0	0	0
ppp4r2b_1	107.656341350995	178.880628077679	299.789863011184	261.354863057287	173.884215367546	233.215671855235
ppp4r3b	0	0	0	0	0	0
ppp4r4	0	0	0	0	0	0
ppp5c	0	0	0	0	0	0
ppp6c	0	0	0	0	0	0
ppp6r2a	0	0	0	0	0	0
ppp6r2b	0	0	0	0	0	0
ppp6r3	0	0	0	0	0	0
pprc1	0	0	0	0	0	0
ppt1	0	0	0	0	0	0
ppt2	0	0	0	0	0	0
pptc7a	0	0	0	0	0	0
pptc7b	0	0	0	0	0	0
ppwd1	0	0	0	0	0	0
pqbp1	0	0	0	0	0	0
pqlc1	0	0	0	0	0	0
pqlc2	0	0	0	0	0	0
pqlc3	0	0	0	0	0	0
praf2	0	0	0	0	0	0
prb1	0	0	0	0	0	0
prc1a	0	0	0	0	0	0
prc1b	0	0	0	0	0	0
prcc	0	0	0	0	0	0
prcd	0	0	0	0	0	0
prcp	0	0	0	0	0	0
prdm10	0	0	0	0	0	0
prdm11	0	0	0	0	0	0
prdm12a	0	0	0	0	0	0
prdm12b	0	0	0	0	0	0
prdm13	0	0	0	0	0	0
prdm14	0	0	0	0	0	0
prdm15	0	0	0	0	0	0
prdm1a	0	0	0	0	0	0
prdm1b	0	0	0	0	0	0
prdm1c	0	0	0	0	0	0
prdm2a	0	0	0	0	0	0
prdm2a_1	0	4.14853815152194	2.96688372739988	1.85946154034401	0.915679809831005	1.7570871843576
prdm2b	0	0	0	0	0	0
prdm4	0	0	0	0	0	0
prdm5	0	0	0	0	0	0
prdm6	0	0	0	0	0	0
prdm8	0	0	0	0	0	0
prdm8b	0	0	0	0	0	0
prdm8b_1	2.08798482843974	5.35622546381426	0.599342105636986	0.148434843102996	2.71916296065198	0.34785131505908
prdm9	0	0	0	0	0	0
prdm9_1	63.1404594047163	93.71222119521	113.7931258431	135.685637624934	58.7337322274067	166.951400761078
prdx1	0	0	0	0	0	0
prdx2	0	0	0	0	0	0
prdx3	0	0	0	0	0	0
prdx3_1	458.854588070697	397.926692993888	448.332614075391	511.092810810774	487.998307504977	410.65951919461
prdx4	0	0	0	0	0	0
prdx5	0	0	0	0	0	0
prdx6	0	0	0	0	0	0
prdx6_1	360.515412673104	498.008630452	593.777107965473	612.968620056416	498.331639853091	255.309788136257
preb	0	0	0	0	0	0
prelid1a	0	0	0	0	0	0
prelid1b	0	0	0	0	0	0
prelid3a	0	0	0	0	0	0
prelid3b	0	0	0	0	0	0
prelp	0	0	0	0	0	0
prep	0	0	0	0	0	0
prepl	0	0	0	0	0	0
prepl_1	5.9333233915024	6.9484989154072	0.833048251004763	0.49515648016899	0.251964493207163	18.3726843516933
prex1	0	0	0	0	0	0
prex2	0	0	0	0	0	0
prf1.1	0	0	0	0	0	0
prf1.1_1	0	8.33267452510289	1.07584143029932	0.42631372608927	4.23019906180219	0
prf1.2	0	0	0	0	0	0
prf1.3	0	0	0	0	0	0
prf1.5	0	0	0	0	0	0
prf1.5_1	0	4.25337320302255	0	1.65020741497944	0	0
prf1.6	0	0	0	0	0	0
prf1.6_1	18.4850438203959	0	1.5676843066979	0.477855192651832	0	0
prf1.7	0	0	0	0	0	0
prf1.8	0	0	0	0	0	0
prf1.9	0	0	0	0	0	0
prf1.9_1	0	6.32269021690582	2.12245796605741	1.68209354742184	1.92588140648327	0
prg4a	0	0	0	0	0	0
prg4b	0	0	0	0	0	0
prickle1a	0	0	0	0	0	0
prickle1b	0	0	0	0	0	0
prickle2a	0	0	0	0	0	0
prickle2b	0	0	0	0	0	0
prickle3	0	0	0	0	0	0
prim1	0	0	0	0	0	0
prim2	0	0	0	0	0	0
primpol	0	0	0	0	0	0
primpol_1	37.540874478289	49.2975192786783	72.3521853763373	66.1476383086297	55.2912745509346	46.2362932810994
prkaa1	0	0	0	0	0	0
prkaa2	0	0	0	0	0	0
prkab1a	0	0	0	0	0	0
prkab1b	0	0	0	0	0	0
prkab2	0	0	0	0	0	0
prkacaa	0	0	0	0	0	0
prkacab	0	0	0	0	0	0
prkacba	0	0	0	0	0	0
prkacbb	0	0	0	0	0	0
prkag1	0	0	0	0	0	0
prkag2a	0	0	0	0	0	0
prkag2a_1	0	59.4529150151977	38.2522457643189	19.7711261527343	0	0
prkag2b	0	0	0	0	0	0
prkag3a	0	0	0	0	0	0
prkag3b	0	0	0	0	0	0
prkar1aa	0	0	0	0	0	0
prkar1ab	0	0	0	0	0	0
prkar1b	0	0	0	0	0	0
prkar1b_1	0	22.1780518377619	62.8165924954298	45.6348744620262	3.51843718492137	3.24071405059383
prkar1b_2	2.29522442933011	22.0794340183253	133.412842032455	138.03971049391	0	166.907447894287
prkar2aa	0	0	0	0	0	0
prkar2ab	0	0	0	0	0	0
prkar2b	0	0	0	0	0	0
prkca	0	0	0	0	0	0
prkca_1	14.1773279772822	24.4931000988537	21.4894903334676	13.3285170327103	3.95635726902369	29.0657764756964
prkcba	0	0	0	0	0	0
prkcba_1	59.7390491201343	54.2998474521145	4.10126962748614	11.5868755553194	17.9179513115947	5.99490534916116
prkcbb	0	0	0	0	0	0
prkcbp1l	0	0	0	0	0	0
prkcda	0	0	0	0	0	0
prkcdb	0	0	0	0	0	0
prkcdb_1	57.6275073850134	82.5471748318582	11.5459099678375	20.3192300816033	18.6934656838278	11.5101493003042
prkcea	0	0	0	0	0	0
prkceb	0	0	0	0	0	0
prkceb_1	0.976421442311704	0	0	0.0892463157066535	0.408723570172465	0
prkceb_2	3.85658677831464	0	0	0	0	0
prkcg	0	0	0	0	0	0
prkcha	0	0	0	0	0	0
prkchb	0	0	0	0	0	0
prkci	0	0	0	0	0	0
prkcq	0	0	0	0	0	0
prkcsh	0	0	0	0	0	0
