gene	zcount_FAC_hypoxia-1	zcount_FAC_hypoxia-2	zcount_FAC_hypoxia-3	zcount_WT_hypoxia-1	zcount_WT_hypoxia-2	zcount_WT_hypoxia-3	zcount_WT_normoxia-1	zcount_WT_normoxia-2	zcount_WT_normoxia-3
lpp_1	0	13.321662889917	29.1510889739336	16.2542849272559	16.0214519974679	52.527803483121	13.9106655207268	58.9574736667005	36.8026450091806
lpp_2	0	45.8902489729964	99.0168675738853	54.6867744137772	45.8784717991402	157.01740260373	73.2332959062085	143.617628715616	110.713774182743
lpxn	0	0	0	0	0	0	0	0	0
lrata	0	0	0	0	0	0	0	0	0
lrata_1	0	0	0	0	0	0	0	0	0
lratb	0	0	0	0	0	0	0	0	0
lratb.2	0	0	0	0	0	0	0	0	0
lrch1	0	0	0	0	0	0	0	0	0
lrch2	0	0	0	0	0	0	0	0	0
lrch2_1	0	0.0922496358969687	0.0926593395959499	0.100051030745643	0	0	0	0.104397235656772	0.107305415332574
lrch2_2	0	0.0873377638030633	0.0877256526499182	0	0.210075544156889	0	0	0	0.101591891696712
lrch2_3	0	0.0894934113897847	0.179781748013135	0	0.07175352439203	0	0	0.202556132991626	0.104099355898111
lrch3	0	0	0	0	0	0	0	0	0
lrch4	0	0	0	0	0	0	0	0	0
lrfn1	0	0	0	0	0	0	0	0	0
lrfn2	0	0	0	0	0	0	0	0	0
lrfn2b	0	0	0	0	0	0	0	0	0
lrfn4a	0	0	0	0	0	0	0	0	0
lrfn4b	0	0	0	0	0	0	0	0	0
lrfn5a	0	0	0	0	0	0	0	0	0
lrfn5b	0	0	0	0	0	0	0	0	0
lrguk	0	0	0	0	0	0	0	0	0
lrig1	0	0	0	0	0	0	0	0	0
lrig1_1	0	35.3668066429153	45.9638361639607	46.9068732804016	27.8528349659157	32.4541623415141	35.5311923434701	49.6549870040016	53.3101908666773
lrig2	0	0	0	0	0	0	0	0	0
lrig2_1	0	21.8976622960747	22.1306863716252	28.6362408893759	16.2564672234422	21.4129117925761	22.9500363364363	34.214353891346	35.2722795596183
lrig3	0	10.8569098705791	11.8965034057746	17.1273604036323	14.244205378019	8.96862988238698	16.7070638225107	11.1696068178334	12.6288327489116
lrig3_1	0	5.45772064978491	5.16870490886924	8.28697912693857	6.12620482293401	4.95933970182693	6.47889470346589	5.82346589954672	10.883071639253
lrig3_2	0	3.39369596491903	1.70438410862698	2.76052129658298	2.04073385752407	3.08379490537247	0.652795037399935	7.68116803827359	4.93446331098314
lrit1a	0	0	0	0	0	0	0	0	0
lrit1b	0	0	0	0	0	0	0	0	0
lrit2	0	0	0	0	0	0	0	0	0
lrit3a	0	0	0	0	0	0	0	0	0
lrit3a_1	0	0	0	0	0	0	0	0.175911226508297	0
lrit3b	0	0	0	0	0	0	0	0	0
lrit3b_1	0	1.83084357105161	6.30505647473854	4.2550176401393	1.25822011564885	1.9013222954916	0.804965178995819	0.295990340123299	1.82541421800379
lrmp	0	0	0	0	0	0	0	0	0
lrp10	0	0	0	0	0	0	0	0	0
lrp11	0	0	0	0	0	0	0	0	0
lrp12	0	0	0	0	0	0	0	0	0
lrp13	0	0	0	0	0	0	0	0	0
lrp13_1	0	0	1.15577657759911	0.356564589648514	0.395389141567535	0.52279558107066	0.0632390324944818	0.0930134282849879	0.0956044907782942
lrp13_2	0	0	0.990665637942097	0.356564589648514	0.395389141567535	0.52279558107066	0.0632390324944818	0.0930134282849879	0.0956044907782942
lrp1aa	0	0	0	0	0	0	0	0	0
lrp1ab	0	0	0	0	0	0	0	0	0
lrp1ab_1	0	0.943080466637321	0.236817230699026	5.36988468507108	2.26841326804865	1.07120185795792	0.907032119043031	9.07176964410752	7.13048524445422
lrp1ba	0	0	0	0	0	0	0	0	0
lrp1bb	0	0	0	0	0	0	0	0	0
lrp2a	0	0	0	0	0	0	0	0	0
lrp2b	0	0	0	0	0	0	0	0	0
lrp2bp	0	0	0	0	0	0	0	0	0
lrp3	0	0	0	0	0	0	0	0	0
lrp4	0	0	0	0	0	0	0	0	0
lrp5	0	0	0	0	0	0	0	0	0
lrp6	0	0	0	0	0	0	0	0	0
lrp6_1	0	12.0160514106726	12.7399409049889	16.6522919040645	3.21138738819678	20.0177733246998	3.08179982772527	18.8865929235651	13.9771542157615
lrp8	0	0	0	0	0	0	0	0	0
lrp8_1	0	0	2.36439617802695	1.70200705605572	3.14555028912213	2.13898758242806	3.01861942123432	0	1.82541421800379
lrp8_2	0	3.13858897894562	2.36439617802695	1.70200705605572	2.51644023129771	2.13898758242806	4.22606718972806	0	1.82541421800379
lrp8_3	0	1.93952781778875	0.649380581928073	2.66449715738753	1.0367091418353	0.822461066166344	0.895387787785045	5.85314231144722	2.4064770021131
lrpap1	0	0	0	0	0	0	0	0	0
lrpap1_1	0	149.916193559706	250.527289272254	182.313621945251	118.476155448235	152.146953106019	159.987408714943	186.118129343893	168.03883868738
lrpprc	0	0	0	0	0	0	0	0	0
lrpprc_1	0	194.425076959262	123.373792132834	189.815059438639	122.335317992675	194.7427165635	174.93520001315	273.143577200276	215.422485852901
lrrc1	0	0	0	0	0	0	0	0	0
lrrc10	0	0	0	0	0	0	0	0	0
lrrc10b	0	0	0	0	0	0	0	0	0
lrrc14b	0	0	0	0	0	0	0	0	0
lrrc15	0	0	0	0	0	0	0	0	0
lrrc15_1	0	793.54003516082	841.479802006572	800.00506357892	571.755410594555	596.893604591047	826.785257782137	1034.56223252988	1279.37551588271
lrrc16b	0	0	0	0	0	0	0	0	0
lrrc16b_1	0	2.33627333450408	2.15891736385767	4.45957247623064	2.39765005217513	2.75981238309751	4.63774922528271	7.93175416323355	8.26141073921301
lrrc17	0	0	0	0	0	0	0	0	0
lrrc18a	0	0	0	0	0	0	0	0	0
lrrc18b	0	0	0	0	0	0	0	0	0
lrrc20	0	0	0	0	0	0	0	0	0
lrrc23	0	0	0	0	0	0	0	0	0
lrrc24	0	0	0	0	0	0	0	0	0
lrrc28	0	0	0	0	0	0	0	0	0
lrrc28_1	0	1.80958664631267	4.27676111311838	5.54151617509365	1.62157200009689	3.77231215479509	2.04754932929831	7.70965197413863	5.44803786077892
lrrc29	0	0	0	0	0	0	0	0	0
lrrc3	0	0	0	0	0	0	0	0	0
lrrc30a	0	0	0	0	0	0	0	0	0
lrrc31	0	0	0	0	0	0	0	0	0
lrrc32	0	0	0	0	0	0	0	0	0
lrrc34	0	0	0	0	0	0	0	0	0
lrrc38a	0	0	0	0	0	0	0	0	0
lrrc38a_1	0	0	0.128812350726462	0.695440336567816	0	0.233064171925023	0.0986726676040109	0.14513003646403	0.149172904263526
lrrc38b	0	0	0	0	0	0	0	0	0
lrrc39	0	0	0	0	0	0	0	0	0
lrrc39_1	0	1.62262515684722	2.09549782399832	2.76547512573791	1.67268764365027	0.842544233903917	1.42683599022543	1.57396747486831	2.96599100226793
lrrc3b	0	0	0	0	0	0	0	0	0
lrrc3ca	0	0	0	0	0	0	0	0	0
lrrc3cb	0	0	0	0	0	0	0	0	0
lrrc4.1	0	0	0	0	0	0	0	0	0
lrrc4.2	0	0	0	0	0	0	0	0	0
lrrc40	0	0	0	0	0	0	0	0	0
lrrc42	0	0	0	0	0	0	0	0	0
lrrc45	0	0	0	0	0	0	0	0	0
lrrc47	0	0	0	0	0	0	0	0	0
lrrc4ba	0	0	0	0	0	0	0	0	0
lrrc4ba_1	0	0	0	0	0	0.337775377225149	0	0	0.144128928363968
lrrc4bb	0	0	0	0	0	0	0	0	0
lrrc4c	0	0	0	0	0	0	0	0	0
lrrc51	0	0	0	0	0	0	0	0	0
lrrc53	0	0	0	0	0	0	0	0	0
lrrc57	0	0	0	0	0	0	0	0	0
lrrc58a	0	0	0	0	0	0	0	0	0
lrrc58b	0	0	0	0	0	0	0	0	0
lrrc59	0	0	0	0	0	0	0	0	0
lrrc59_1	0	65.4886793948933	296.26686400798	58.4434316617397	53.5407505124964	46.622777991142	69.4327655797386	76.1548140291635	59.0820725357864
lrrc6	0	0	0	0	0	0	0	0	0
lrrc6_1	0	2.80619259013671	3.5233194913572	6.0870150518001	5.06234997650572	5.09988078037158	8.09678569809696	3.9696464148919	0.81604566364935
lrrc61	0	0	0	0	0	0	0	0	0
lrrc66	0	0	0	0	0	0	0	0	0
lrrc7	0	0	0	0	0	0	0	0	0
lrrc72	0	0	0	0	0	0	0	0	0
lrrc73	0	0	0	0	0	0	0	0	0
lrrc74a	0	0	0	0	0	0	0	0	0
lrrc74a_1	0	0.331317865122746	0.110929776867995	0.23955790240733	0.442736959578267	0	0.169948563760419	0.249964269280144	0.256927490126214
lrrc74b	0	0	0	0	0	0	0	0	0
lrrc75ba	0	0	0	0	0	0	0	0	0
lrrc75bb	0	0	0	0	0	0	0	0	0
lrrc8aa	0	0	0	0	0	0	0	0	0
lrrc8ab	0	0	0	0	0	0	0	0	0
lrrc8c	0	0	0	0	0	0	0	0	0
lrrc8da	0	0	0	0	0	0	0	0	0
lrrc8db	0	0	0	0	0	0	0	0	0
lrrc9	0	0	0	0	0	0	0	0	0
lrrcc1	0	0	0	0	0	0	0	0	0
lrrfip1a	0	0	0	0	0	0	0	0	0
lrrfip1a_1	0	16.1428597862654	31.9522098710346	28.0128543831153	18.424643507416	25.0231572817749	23.7088319206972	29.4446539369299	27.4482667351289
lrrfip1b	0	0	0	0	0	0	0	0	0
lrrfip1b_1	0	1.55424767259687	1.1708628563495	0.42142193886546	0.623077981691875	0.882699331346039	1.04638663073357	2.85823497645291	1.58192269935861
lrrfip1b_2	0	1.38337405798908	1.19101540120922	0.643012992778366	0.633802215455935	0.718313672737361	0.76028337689149	3.13107853768984	2.06890750870136
lrrfip2	0	0	0	0	0	0	0	0	0
lrriq1	0	0	0	0	0	0	0	0	0
lrriq1_1	0	0	0	0.0989906064664099	0.0731794688354328	0	0	0.309872240017794	0
lrriq1_2	0	0	0	0.0989906064664099	0	0	0	0.309872240017794	0
lrrk1	0	0	0	0	0	0	0	0	0
lrrk2	0	0	0	0	0	0	0	0	0
lrrn1	0	0	0	0	0	0	0	0	0
lrrn1_1	0	0.0985016129365977	0	0	0.0789760695982051	0.179013544692768	0.0757891864982481	0.111472484398737	0.114577758321942
lrrn2	0	0	0	0	0	0	0	0	0
lrrn3a	0	0	0	0	0	0	0	0	0
lrrn3a_1	0	0.209780840706018	0	0	0.168196903401293	0	0.0807048675957289	0	0
lrrtm1	0	0	0	0	0	0	0	0	0
lrrtm2	0	0	0	0	0	0	0	0	0
lrrtm4	0	0	0	0	0	0	0	0	0
lrrtm4l1	0	0	0	0	0	0	0	0	0
lrrtm4l2	0	0	0	0	0	0	0	0	0
lrsam1	0	0	0	0	0	0	0	0	0
lrsam1_1	0	6.99734357309713	7.50763101588644	17.7653862081421	5.22777097450686	15.3178898369817	6.60751542010903	30.9551781191552	24.7880463500209
lrsam1_2	0	4.92994660831844	4.31289441338158	11.7286044869288	4.84525114710392	13.8728058900966	4.03792609006663	18.8970564099494	7.39941682090178
lrtm1	0	0	0	0	0	0	0	0	0
lrtm2a	0	0	0	0	0	0	0	0	0
lrtm2b	0	0	0	0	0	0	0	0	0
lrwd1	0	0	0	0	0	0	0	0	0
lsamp	0	0	0	0	0	0	0	0	0
lsg1	0	0	0	0	0	0	0	0	0
lsm1	0	0	0	0	0	0	0	0	0
lsm10	0	0	0	0	0	0	0	0	0
lsm11	0	0	0	0	0	0	0	0	0
lsm12a	0	0	0	0	0	0	0	0	0
lsm12a_1	0	52.375101789678	88.517414222771	64.9469817589089	58.7615564648773	65.2973967430788	76.6083940569259	96.0893393993941	83.1714417959171
lsm12b	0	0	0	0	0	0	0	0	0
lsm14aa	0	0	0	0	0	0	0	0	0
lsm14ab	0	0	0	0	0	0	0	0	0
lsm14b	0	0	0	0	0	0	0	0	0
lsm3	0	0	0	0	0	0	0	0	0
lsm4	0	0	0	0	0	0	0	0	0
lsm5	0	0	0	0	0	0	0	0	0
lsm6	0	0	0	0	0	0	0	0	0
lsm7	0	0	0	0	0	0	0	0	0
lsm8	0	0	0	0	0	0	0	0	0
lsm8_1	0	285.032512376275	133.753312652411	227.376995358485	205.590352986221	167.502773594133	257.837354915788	222.931791538936	208.019946927868
lsp1	0	0	0	0	0	0	0	0	0
lsr	0	0	0	0	0	0	0	0	0
lss	0	0	0	0	0	0	0	0	0
lta	0	0	0	0	0	0	0	0	0
lta4h	0	0	0	0	0	0	0	0	0
lta4h_1	0	70.9470459711588	29.6516028898112	87.5602848759917	45.2452855696891	35.2723643603611	54.4626405161071	67.3693354398535	83.4746710107981
ltb4r	0	0	0	0	0	0	0	0	0
ltb4r2a	0	0	0	0	0	0	0	0	0
ltb4r2b	0	0	0	0	0	0	0	0	0
ltbp1	0	0	0	0	0	0	0	0	0
ltbp1_1	0	31.3506349017319	45.8396855021853	44.9054691919063	28.6361041297731	60.5816483023171	50.8390457755739	93.7871649888264	78.5508194488708
ltbp1_2	0	17.9916650106834	23.8408981629252	35.1787078815166	18.7596052873035	47.4343312970326	25.7365804151574	90.0465325703105	65.7316977807442
ltbp3	0	0	0	0	0	0	0	0	0
ltc4s	0	0	0	0	0	0	0	0	0
ltk	0	0	0	0	0	0	0	0	0
ltk_1	0	0	0	0.081339113608585	0	0	0	0	0
ltv1	0	0	0	0	0	0	0	0	0
luc7l	0	0	0	0	0	0	0	0	0
luc7l3	0	0	0	0	0	0	0	0	0
lum	0	0	0	0	0	0	0	0	0
lurap1	0	0	0	0	0	0	0	0	0
lurap1_1	0	7.07354364312153	2.36831967303301	9.29908024403811	6.53068698483329	15.9716396996982	4.78283059760226	33.7180333752281	25.4319843975649
luzp1	0	0	0	0	0	0	0	0	0
luzp2	0	0	0	0	0	0	0	0	0
luzp2_1	0	1.35347795850405	0	0	0.27129598760798	0	0.520697023937865	0	0
lxn	0	0	0	0	0	0	0	0	0
ly75	0	0	0	0	0	0	0	0	0
ly86	0	0	0	0	0	0	0	0	0
lyar	0	0	0	0	0	0	0	0	0
lye	0	0	0	0	0	0	0	0	0
lygl1	0	0	0	0	0	0	0	0	0
lygl2	0	0	0	0	0	0	0	0	0
lyl1	0	0	0	0	0	0	0	0	0
lyn	0	0	0	0	0	0	0	0	0
lypc	0	0	0	0	0	0	0	0	0
lypd6	0	0	0	0	0	0	0	0	0
lypd6b	0	0	0	0	0	0	0	0	0
lypla1	0	0	0	0	0	0	0	0	0
lypla2	0	0	0	0	0	0	0	0	0
lyplal1	0	0	0	0	0	0	0	0	0
lyrm1	0	0	0	0	0	0	0	0	0
lyrm2	0	0	0	0	0	0	0	0	0
lyrm4	0	0	0	0	0	0	0	0	0
lyrm4_1	0	0	0	0	0	0	0	0	0
lyrm5a	0	0	0	0	0	0	0	0	0
lyrm5b	0	0	0	0	0	0	0	0	0
lyrm7	0	0	0	0	0	0	0	0	0
lyrm7_1	0	41.007159576105	18.3767568635294	35.5800522670696	13.1513959707106	24.6505913269196	42.2308174194881	34.9837813538037	35.2244765584027
lyrm7_2	0	41.8273027676271	33.9811581657504	28.0192911603173	48.3313801923615	31.8594561161293	57.7397210580243	59.8651033982948	51.5157969666639
lyrm9	0	0	0	0	0	0	0	0	0
lysmd1	0	0	0	0	0	0	0	0	0
lysmd2	0	0	0	0	0	0	0	0	0
lysmd2_1	0	328.485177404417	276.541261868521	290.20946979575	250.962943110648	283.06555670532	360.101610304855	351.967261098704	303.41228245664
lysmd3	0	0	0	0	0	0	0	0	0
lysmd4	0	0	0	0	0	0	0	0	0
lysmd4_1	0	45.5501831050116	54.3969611853928	49.1746243398621	41.0650535977582	32.998108860992	43.6071858621455	63.9009054031088	60.7976397270602
lyst	0	0	0	0	0	0	0	0	0
lyst_1	0	0.883868534524658	0.776819763726708	1.94718833070925	0.752954592501595	2.30907520057478	1.23262108417077	5.68896709049107	3.59842700147583
lyve1a	0	0	0	0	0	0	0	0	0
lyve1b	0	0	0	0	0	0	0	0	0
lyve1b_1	0	1.97479195993036	11.0512768124487	1.83582579264978	1.58333759843936	4.87067852171237	4.12421041646445	2.23483615527985	4.92233932250406
lyz	0	0	0	0	0	0	0	0	0
lyz_1	0	0	0	0	0.471295760042532	0	0	0	0
lyz_2	0	0	0	1.27505306759123	0.471295760042532	0	0	0.665220610823183	0.683751571419507
lzic	0	0	0	0	0	0	0	0	0
lztfl1	0	0	0	0	0	0	0	0	0
lztr1	0	0	0	0	0	0	0	0	0
lztr1_1	0	31.5030919725146	37.7930562252112	43.3784897550784	24.8624727726106	37.2411556483807	30.6978363573644	31.8516325153612	46.523727191798
lzts1	0	0	0	0	0	0	0	0	0
lzts2a	0	0	0	0	0	0	0	0	0
lzts2a_1	0	4.84959972460774	8.07217155871846	32.6102771884626	6.99891265858817	13.0943439344778	5.1173248949517	47.0417471370537	39.1652680076408
lzts2b	0	0	0	0	0	0	0	0	0
lzts3b	0	0	0	0	0	0	0	0	0
m17	0	0	0	0	0	0	0	0	0
m1ap	0	0	0	0	0	0	0	0	0
m6pr	0	0	0	0	0	0	0	0	0
maats1	0	0	0	0	0	0	0	0	0
mab21l1	0	0	0	0	0	0	0	0	0
mab21l2	0	0	0	0	0	0	0	0	0
mab21l3	0	0	0	0	0	0	0	0	0
mab21l3_1	0	0.702979878447514	5.88418323216458	1.52485938287441	1.1272625117752	0.638786087541439	0.540887316702803	0.265183182273731	1.09028141728389
macc1	0	0	0	0	0	0	0	0	0
macf1a	0	0	0	0	0	0	0	0	0
macf1b	0	0	0	0	0	0	0	0	0
macrod1	0	0	0	0	0	0	0	0	0
macrod2	0	0	0	0	0	0	0	0	0
mad1l1	0	0	0	0	0	0	0	0	0
mad2l1	0	0	0	0	0	0	0	0	0
mad2l1bp	0	0	0	0	0	0	0	0	0
madd	0	0	0	0	0	0	0	0	0
madd_1	0	10.2665406708522	10.1597408325144	11.2444666722753	9.04242950093054	11.8566050781073	11.6738269791972	17.1129003237077	15.2953148467884
maea	0	0	0	0	0	0	0	0	0
maf1	0	0	0	0	0	0	0	0	0
mafa	0	0	0	0	0	0	0	0	0
mafaa	0	0	0	0	0	0	0	0	0
mafb	0	0	0	0	0	0	0	0	0
mafba	0	0	0	0	0	0	0	0	0
mafbb	0	0	0	0	0	0	0	0	0
mafbb_1	0	0.854739802578863	0.643901936819995	3.24458293006156	0.685308474900554	0.582515849060742	1.15089546916291	1.20911686706695	2.98271777309055
maff	0	0	0	0	0	0	0	0	0
maff_1	0	215.609130675504	767.144097251508	534.135570795458	199.49408796304	347.429378162814	303.179642250964	584.596595366414	449.641160670792
mafga	0	0	0	0	0	0	0	0	0
mafgb	0	0	0	0	0	0	0	0	0
mafk	0	0	0	0	0	0	0	0	0
mag	0	0	0	0	0	0	0	0	0
magi1a	0	0	0	0	0	0	0	0	0
magi1b	0	0	0	0	0	0	0	0	0
magi2a	0	0	0	0	0	0	0	0	0
magi2a_1	0	1.08227979001203	2.8659552263602	2.98787071308725	1.49883090326008	4.11260737308884	0.984133735331865	7.014742790737	5.72234248574451
magi2a_2	0	1.84697126240902	2.47356549813246	1.33544432101602	1.23404519832406	2.7971866210483	1.18424836990337	8.88328113273531	4.65488782044129
magi2b	0	0	0	0	0	0	0	0	0
magi2b_1	0	0.335622092016189	0.22474178243019	0.485340108872011	0.224244328828291	0.203316130493865	0.129117303597454	0.569726128853761	0.260265294479916
magi3a	0	0	0	0	0	0	0	0	0
magixa	0	0	0	0	0	0	0	0	0
magixa_1	0	0	0	0	0	0.11554270317287	0.0489174575829408	0.215846776269316	0.0739531969087912
magixa_2	0	0.175894539798782	0	0.317949403237643	0	0.106554955879253	0.0451123038611699	0.398113305132648	0.204601746817956
magoh	0	0	0	0	0	0	0	0	0
magoh_1	0	586.120457716215	609.807329265377	639.190079594738	614.067446551165	497.384798444571	775.226746664292	783.29311161548	653.606674014549
magt1	0	0	0	0	0	0	0	0	0
majin	0	0	0	0	0	0	0	0	0
majin_1	0	0	0.465040287703329	0.502137834414289	0.3712087572378	0	0	0.523950642395678	0
mak	0	0	0	0	0	0	0	0	0
mak16	0	0	0	0	0	0	0	0	0
mal	0	0	0	0	0	0	0	0	0
mal2	0	0	0	0	0	0	0	0	0
malrd1	0	0	0	0	0	0	0	0	0
malt1	0	0	0	0	0	0	0	0	0
malt2	0	0	0	0	0	0	0	0	0
malt2_1	0	0.727732691068906	0.609137278259291	0.657729839444068	0.583477426869556	0.661278555412617	1.3998316118893	0.960822163942498	1.12867160803333
malt3	0	0	0	0	0	0	0	0	0
malt3_1	0	41.3293336735432	30.7284007697121	56.4692802206224	41.037746265565	37.2879786625919	68.804931422758	43.7756063615915	73.0528119998854
malt3_2	0	106.553003442551	63.1349324078331	106.740156801209	69.6497930608835	77.6252853580358	111.667989491016	113.901480450213	142.870476920881
mamdc2a	0	0	0	0	0	0	0	0	0
mamdc2b	0	0	0	0	0	0	0	0	0
maml1	0	0	0	0	0	0	0	0	0
maml3	0	0	0	0	0	0	0	0	0
man1a1	0	0	0	0	0	0	0	0	0
man1a2	0	0	0	0	0	0	0	0	0
man1b1a	0	0	0	0	0	0	0	0	0
man1b1a_1	0	0.980320570442637	0.492337209606941	1.0632246141707	0.687746427497141	0.77945082898155	1.03713363110214	1.10941096532874	1.85301297441259
man1b1b	0	0	0	0	0	0	0	0	0
man1b1b_1	0	2.69109484718189	10.3616789103898	11.1882586230434	3.11660685764237	2.71705887929953	2.53071409464245	10.1515436964163	13.7385396038605
man1b1b_2	0	2.69109484718189	10.5118481699607	11.9990020015248	3.23647635216707	3.39632359912441	2.53071409464245	11.5050828559384	13.9124451684664
man2a1	0	0	0	0	0	0	0	0	0
man2a1_1	0	1.10403891166436	0	3.99135201713922	0.885190113413215	0.668814493366037	0	5.83063022563396	1.71230094381124
man2a1_2	0	1.89889823836429	0.635777240079524	4.39356764488621	0.710494379895062	1.84053029265891	1.16884139000826	7.73621499775406	3.82860674095833
man2a2	0	0	0	0	0	0	0	0	0
man2b1	0	0	0	0	0	0	0	0	0
man2b2	0	0	0	0	0	0	0	0	0
man2b2_1	0	26.4481066062102	54.7250726770294	42.6829496791074	21.3750575789314	23.5522941674907	18.6403457638887	32.8042021364292	26.7036908245845
man2c1	0	0	0	0	0	0	0	0	0
manba	0	0	0	0	0	0	0	0	0
manbal	0	0	0	0	0	0	0	0	0
manea	0	0	0	0	0	0	0	0	0
manf	0	0	0	0	0	0	0	0	0
manf_1	0	326.895600700168	581.877378456398	345.015634306457	223.499219343606	293.497777729026	412.443178455003	557.673471277349	520.617098292842
mansc1	0	0	0	0	0	0	0	0	0
mao	0	0	0	0	0	0	0	0	0
map1aa	0	0	0	0	0	0	0	0	0
map1ab	0	0	0	0	0	0	0	0	0
map1ab_1	0	22.0463160998584	52.3013164047305	36.4656350657874	20.161611444085	29.0352196090421	28.3048477317735	57.3812014541999	44.7075418609374
map1b	0	0	0	0	0	0	0	0	0
map1b_1	0	0.322226511168645	0.970972799021358	0.349476659311722	0.114823538253788	0.29280185490674	0.385665418623972	1.17500873717172	0.666339749883515
map1lc3a	0	0	0	0	0	0	0	0	0
map1lc3b	0	0	0	0	0	0	0	0	0
map1lc3c	0	0	0	0	0	0	0	0	0
map1lc3cl	0	0	0	0	0	0	0	0	0
map1sa	0	0	0	0	0	0	0	0	0
map1sa_1	0	19.8980417774795	28.4574768251816	30.3703104900149	17.6970295818572	21.1344356469095	30.7213236078291	52.5674427982749	41.9225509192715
map1sb	0	0	0	0	0	0	0	0	0
map2	0	0	0	0	0	0	0	0	0
map2k1	0	0	0	0	0	0	0	0	0
map2k2a	0	0	0	0	0	0	0	0	0
map2k2b	0	0	0	0	0	0	0	0	0
map2k4a	0	0	0	0	0	0	0	0	0
map2k4b	0	0	0	0	0	0	0	0	0
map2k5	0	0	0	0	0	0	0	0	0
map2k5_1	0	2.11649855876671	3.18884768710855	4.5909744860735	2.12119289850172	2.88484039534844	1.22135845707085	14.3712176199957	8.61674023337271
map2k6	0	0	0	0	0	0	0	0	0
map2k7	0	0	0	0	0	0	0	0	0
map3k1	0	0	0	0	0	0	0	0	0
map3k10	0	0	0	0	0	0	0	0	0
map3k12	0	0	0	0	0	0	0	0	0
map3k14a	0	0	0	0	0	0	0	0	0
map3k15	0	0	0	0	0	0	0	0	0
map3k15_1	0	0.805588442353528	1.33274443161862	1.18208592963232	0.987847324254781	1.98077292793838	0.802141322610568	1.98422249055829	1.43315984896789
map3k19	0	0	0	0	0	0	0	0	0
map3k2	0	0	0	0	0	0	0	0	0
map3k20	0	0	0	0	0	0	0	0	0
map3k3	0	0	0	0	0	0	0	0	0
map3k4	0	0	0	0	0	0	0	0	0
map3k5	0	0	0	0	0	0	0	0	0
map3k5_1	0	51.5638745028766	31.2616093770385	74.6268788575973	44.1077587940757	76.3595061568766	41.939570402802	72.6329936678974	76.1240076734369
map3k7	0	0	0	0	0	0	0	0	0
map3k7cl	0	0	0	0	0	0	0	0	0
map3k8	0	0	0	0	0	0	0	0	0
map3k8_1	0	109.190463312554	98.1306259396371	166.88825333032	87.1699779917684	129.486311616546	140.864589605995	230.945026768727	217.324046447724
map3k9	0	0	0	0	0	0	0	0	0
map4k2	0	0	0	0	0	0	0	0	0
map4k3a	0	0	0	0	0	0	0	0	0
map4k3b	0	0	0	0	0	0	0	0	0
map4k3b_1	0	12.9449760817876	15.5407983553501	15.4940233596005	10.1721981710872	13.028213930962	12.0235873500322	23.404331554858	16.9174000120102
map4k4	0	0	0	0	0	0	0	0	0
map4k5	0	0	0	0	0	0	0	0	0
map4k6	0	0	0	0	0	0	0	0	0
map4l	0	0	0	0	0	0	0	0	0
map6a	0	0	0	0	0	0	0	0	0
map6b	0	0	0	0	0	0	0	0	0
map6d1	0	0	0	0	0	0	0	0	0
map7a	0	0	0	0	0	0	0	0	0
map7d1a	0	0	0	0	0	0	0	0	0
map7d1b	0	0	0	0	0	0	0	0	0
map7d2a	0	0	0	0	0	0	0	0	0
map7d2a_1	0	0	0	0	0	0	0.341980367979837	0	0
map7d2b	0	0	0	0	0	0	0	0	0
map7d2b_1	0	0	0.198218260699672	0	0.0791118061830203	0.17932121621043	0.0759194457703735	0.781648509194126	0.229549367431585
map7d3	0	0	0	0	0	0	0	0	0
map7d3_1	0	42.2303819921243	53.0971015649597	58.2198092459863	42.0856025602754	47.8324345974263	58.0639557440405	86.4956222155776	70.7435675063237
map9	0	0	0	0	0	0	0	0	0
map9_1	0	1.78263607711412	2.06602293422339	2.08211293123377	0.769607964846522	2.49207948165052	2.00464208539136	2.32774250363685	2.2330803709895
mapk1	0	0	0	0	0	0	0	0	0
mapk1_1	0	5.04703502475138	10.3501274288844	21.2111850053684	6.91291326665558	12.4208405910836	6.9575676208352	33.5558719107914	26.1737429982576
mapk10	0	0	0	0	0	0	0	0	0
mapk11	0	0	0	0	0	0	0	0	0
mapk12a	0	0	0	0	0	0	0	0	0
mapk12b	0	0	0	0	0	0	0	0	0
mapk13	0	0	0	0	0	0	0	0	0
mapk14a	0	0	0	0	0	0	0	0	0
mapk14a_1	0	42.596187009679	42.1675280874994	52.3693894305931	41.5501916449639	69.3082904982461	53.2435952379322	70.1326647369559	55.8087800472193
mapk14b	0	0	0	0	0	0	0	0	0
mapk15	0	0	0	0	0	0	0	0	0
mapk3	0	0	0	0	0	0	0	0	0
mapk4	0	0	0	0	0	0	0	0	0
mapk4_1	0	0.145526041588205	0	0.157832931476227	0	0.132237086140813	0	0.658756701212311	0.507830698164551
mapk6	0	0	0	0	0	0	0	0	0
mapk7	0	0	0	0	0	0	0	0	0
mapk8a	0	0	0	0	0	0	0	0	0
mapk8b	0	0	0	0	0	0	0	0	0
mapk8ip1a	0	0	0	0	0	0	0	0	0
mapk8ip1b	0	0	0	0	0	0	0	0	0
mapk8ip2	0	0	0	0	0	0	0	0	0
mapk8ip3	0	0	0	0	0	0	0	0	0
mapk9	0	0	0	0	0	0	0	0	0
