gene	zcount_L-brain-1_S70	zcount_L-brain-2_S71	zcount_L-brain-3_S72	zcount_L-ovary-1_S64	zcount_L-ovary-2_S65	zcount_L-ovary-3_S66	zcount_N-brain-1_S67	zcount_N-brain-2_S68	zcount_N-brain-3_S69	zcount_N-ovary-1_S61	zcount_N-ovary-2_S62	zcount_N-ovary-3_S63
parla	0	0	0	0	0	0	0	0	0	0	0	0
parm1	0	0	0	0	0	0	0	0	0	0	0	0
parn	0	0	0	0	0	0	0	0	0	0	0	0
parp1	0	0	0	0	0	0	0	0	0	0	0	0
parp12a	0	0	0	0	0	0	0	0	0	0	0	0
parp12b	0	0	0	0	0	0	0	0	0	0	0	0
parp12b_1	1.87521961487316	40.8131268913637	72.1405494091307	5.27892600447073	28.2248967741605	24.5603811642758	95.0897424606853	89.1922953667798	7.96929272740493	30.6606316027092	29.2676791655661	3.67984987668249
parp16	0	0	0	0	0	0	0	0	0	0	0	0
parp2	0	0	0	0	0	0	0	0	0	0	0	0
parp2_1	205.389386136837	120.828149803268	157.881859343987	303.928674678549	302.378431409842	315.860281039162	115.364193649269	160.453251198948	120.179052618121	358.398183820072	339.503888416277	318.54803866919
parp3	0	0	0	0	0	0	0	0	0	0	0	0
parp4	0	0	0	0	0	0	0	0	0	0	0	0
parp4_1	0.354239671069837	40.1388173361196	33.9193167071942	10.8671323498683	18.0718745485142	18.2124490445172	36.5349034854972	30.6637666836461	11.8610803111039	25.9729507956076	15.2925123121505	13.1837771070112
parp6a	0	0	0	0	0	0	0	0	0	0	0	0
parp6b	0	0	0	0	0	0	0	0	0	0	0	0
parp8	0	0	0	0	0	0	0	0	0	0	0	0
parpbp	0	0	0	0	0	0	0	0	0	0	0	0
pars2	0	0	0	0	0	0	0	0	0	0	0	0
pars2_1	81.9394598579629	28.5126890139473	36.716995366097	146.761111485548	111.703670095869	157.244631776094	22.6790160574516	42.5191978858155	17.7063882306399	235.068838188656	196.466711010549	120.243426036516
parvaa	0	0	0	0	0	0	0	0	0	0	0	0
parvab	0	0	0	0	0	0	0	0	0	0	0	0
parvb	0	0	0	0	0	0	0	0	0	0	0	0
parvg	0	0	0	0	0	0	0	0	0	0	0	0
pask	0	0	0	0	0	0	0	0	0	0	0	0
pask_1	44.5435730995913	4.97810318634754	20.6800715518597	78.902816953008	57.3650204295205	71.1752962048402	6.23394543346898	18.5053032343787	6.48366044870966	105.361205836042	60.2443189535004	70.0414802409346
patl1	0	0	0	0	0	0	0	0	0	0	0	0
patz1	0	0	0	0	0	0	0	0	0	0	0	0
pawr	0	0	0	0	0	0	0	0	0	0	0	0
pax10	0	0	0	0	0	0	0	0	0	0	0	0
pax10_1	0.135819270636405	4.11406510876	1.38106492475548	0	0	0.117030961047057	2.33464532133737	1.48507142102016	4.4602096908757	0	0	0
pax1a	0	0	0	0	0	0	0	0	0	0	0	0
pax1b	0	0	0	0	0	0	0	0	0	0	0	0
pax2a	0	0	0	0	0	0	0	0	0	0	0	0
pax2b	0	0	0	0	0	0	0	0	0	0	0	0
pax3a	0	0	0	0	0	0	0	0	0	0	0	0
pax3b	0	0	0	0	0	0	0	0	0	0	0	0
pax4	0	0	0	0	0	0	0	0	0	0	0	0
pax5	0	0	0	0	0	0	0	0	0	0	0	0
pax6a	0	0	0	0	0	0	0	0	0	0	0	0
pax6b	0	0	0	0	0	0	0	0	0	0	0	0
pax7a	0	0	0	0	0	0	0	0	0	0	0	0
pax7a_1	0.175132702002365	44.2074809742099	55.4280129617925	0.284432092698166	0.28514558816741	0.150906041021037	88.6191725648479	120.640671039522	9.98008466974157	0.28891750987859	0.261708635133143	0.0888809070619541
pax7b	0	0	0	0	0	0	0	0	0	0	0	0
pax8	0	0	0	0	0	0	0	0	0	0	0	0
pax9	0	0	0	0	0	0	0	0	0	0	0	0
paxip1	0	0	0	0	0	0	0	0	0	0	0	0
pbdc1	0	0	0	0	0	0	0	0	0	0	0	0
pbdc1_1	269.592815495665	482.63378762045	373.912151780385	218.922131078601	400.473964499894	216.23594631258	345.974828052569	282.793718409573	422.242365706519	262.027875504827	269.800919520981	220.409097298937
pbdc1_2	262.217936044416	196.500899245469	365.059078548816	213.155185376429	40.0251602498506	210.587333837476	329.688481184955	272.153954746639	128.216051067397	182.946375674909	26.1229332062674	213.963170868497
pbk	0	0	0	0	0	0	0	0	0	0	0	0
pbld	0	0	0	0	0	0	0	0	0	0	0	0
pbld_1	0	3.07540303414731	0	0	0	0	0	0	9.26699751210697	0	0	0
pbld_2	0	3.07540303414731	0	0	9.67046920573219	0	0	0	0	0	0	0
pbld2	0	0	0	0	0	0	0	0	0	0	0	0
pbld2_1	0.44389084848751	0	0	0.240306924447045	0	0.382486022455214	0.476887267059907	0.606697424132405	2.14368595123215	0	0	0
pbld2_2	0	12.5324831314352	0	0	0.475509387439759	0	0	0	0.423122297202978	0	0	0
pbldp	0	0	0	0	0	0	0	0	0	0	0	0
pbldp_1	1.78062678765903	0	0.565816523355143	0.481984420706525	0	0	0	1.21685509973325	6.01943754747125	0	0	0.225919720041507
pbldp_2	0	5.12686263243656	0	0	0	0	0	0	0	0	0	0
pbrm1	0	0	0	0	0	0	0	0	0	0	0	0
pbrm1l	0	0	0	0	0	0	0	0	0	0	0	0
pbrm1l_1	40.1428555941149	111.390811838901	73.7127975861328	129.559311039058	167.523873802261	82.7946558273815	93.3191756124242	76.9292997703692	48.0118406316268	158.045026631567	142.437848190072	143.21604418713
pbx1a	0	0	0	0	0	0	0	0	0	0	0	0
pbx1b	0	0	0	0	0	0	0	0	0	0	0	0
pbx2	0	0	0	0	0	0	0	0	0	0	0	0
pbx3a	0	0	0	0	0	0	0	0	0	0	0	0
pbx3b	0	0	0	0	0	0	0	0	0	0	0	0
pbx3b_1	20.0142238066552	462.80978303586	465.553023725245	1.28807671546855	3.94988281963558	1.44718261933145	462.81866510788	535.428608817891	221.157147525862	9.69747390897929	5.50756150003346	2.34400149460878
pbx4	0	0	0	0	0	0	0	0	0	0	0	0
pbxip1a	0	0	0	0	0	0	0	0	0	0	0	0
pbxip1b	0	0	0	0	0	0	0	0	0	0	0	0
pcbd1	0	0	0	0	0	0	0	0	0	0	0	0
pcbp2	0	0	0	0	0	0	0	0	0	0	0	0
pcbp3	0	0	0	0	0	0	0	0	0	0	0	0
pcbp4	0	0	0	0	0	0	0	0	0	0	0	0
pcbp4_1	12.6122497572822	243.824785680584	162.598144645498	1.54438996490575	2.1186771264028	0	180.986286274922	253.235388122877	127.472680246577	0.330262016208336	2.61764573710707	0.914399020777168
pcca	0	0	0	0	0	0	0	0	0	0	0	0
pcca_1	58.8511436423882	75.330414393406	73.2112117598986	89.9873934557866	186.457449817005	119.964401539933	54.9862813591786	17.969761272264	71.2037612030086	116.538946144874	104.160503286797	113.59110629734
pccb	0	0	0	0	0	0	0	0	0	0	0	0
pcdh10a	0	0	0	0	0	0	0	0	0	0	0	0
pcdh10b	0	0	0	0	0	0	0	0	0	0	0	0
pcdh11	0	0	0	0	0	0	0	0	0	0	0	0
pcdh12	0	0	0	0	0	0	0	0	0	0	0	0
pcdh15a	0	0	0	0	0	0	0	0	0	0	0	0
pcdh15b	0	0	0	0	0	0	0	0	0	0	0	0
pcdh15b_1	0.654971811404649	21.8235330692377	23.3100580586701	4.04219773471973	4.9765548898066	4.51493990142939	24.4873274445279	31.3318914490756	4.4282855244334	5.04238503487874	7.5037783114026	6.64804323031233
pcdh17	0	0	0	0	0	0	0	0	0	0	0	0
pcdh18a	0	0	0	0	0	0	0	0	0	0	0	0
pcdh18b	0	0	0	0	0	0	0	0	0	0	0	0
pcdh18b_1	2.09518165538133	144.237694838034	125.40691145786	0.0687428973133495	0.206746014848062	0.164122595047553	111.864201391954	117.669360224422	52.24711372355	0.209480862639737	0.189752952913781	0.193330432877168
pcdh19	0	0	0	0	0	0	0	0	0	0	0	0
pcdh19_1	11.4987866625649	273.508371579034	244.072888250301	0.279149752578322	0.223879997874082	0.133293135991054	328.836927132496	306.149059568915	114.150214737644	0.170131121210163	0.205478643572201	0.261690756973866
pcdh1a	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1a_1	7.30152715563193	217.037578541399	189.692423074267	0.136303121124534	0.204967554505283	0.108473858518885	297.4741367776	264.54331734725	67.726069567328	0.138452584483038	0.15676722453988	0.127778250260035
pcdh1a3	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1a4	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1a6	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1b	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1b_1	1.34377286988328	116.882275240801	118.919696302465	0.863872363798604	3.00834732078773	1.01314895115917	131.192747677885	103.54005304495	54.8362247740222	0.969863333914534	1.96622536144567	2.00329530805816
pcdh1g1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g1_1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g11	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g11_1	0.562190690461373	6.30709905962584	7.38391695064342	1.21740122589019	0.101704588870169	0.645894763809927	9.2610400441846	6.91547664122112	0.904997470408129	1.23659931399015	0.373380760488741	0.760840481740426
pcdh1g18	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g18_1	0.109340379442989	50.7840017721383	1.94567960681171	0	0.47473222990717	0	2.11442661720001	29.8886660032541	0.633646139215479	0	0.0544640742739532	0
pcdh1g2	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g2_1	0	6.1688612720176	11.3572995695767	0	0	0	22.6451458614651	15.6571864593857	1.77032381882577	0	0	0
pcdh1g26	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g26_1	1.34508514807653	145.952677887224	145.52717772382	0	0	0	186.00959361164	243.848590835975	37.8317223801548	0.059173209360857	0	0
pcdh1g29	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g29_1	0.376191635997276	50.6449776681363	122.818417564857	0	0	0	150.807799672516	118.405559022839	19.9322940684684	0.0591053034515606	0	0
pcdh1g3	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g3_1	0	6.99127476343247	28.4564718133328	0	0	0	34.2188354910064	20.5048180679545	4.23560225652522	0	0	0
pcdh1g30	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g30_1	0.161819227765834	93.8570002804949	41.1360734325923	0	0	0	48.793334278045	109.995179386069	6.14760341093964	0	0	0
pcdh1g31	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g31_1	0.267663948990811	101.616969252433	96.6208682268917	0	0	0.046127429548497	99.0358787083224	93.2148841853729	18.8207196843203	0	0.106661925064171	0.0543364301517297
pcdh1g32	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g32_1	0.0531922813669154	6.80298433553145	10.276729367399	0	0	0	15.5437948836337	9.01501102055899	1.13028057537706	0.0585010920350862	0	0
pcdh1g9	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1g9_1	0	0	0.241967066085208	0	0	0	0.204518726320407	0.260189342463288	0	0	0	0
pcdh1gb2	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1gb2_1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1gb9	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1gb9_1	4.38487682728767	367.471788104048	853.844682862026	0	0	0	1044.86089517557	744.346162748063	180.418872109038	0	0	0
pcdh1gc5	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1gc5_1	0.969129364541024	260.939001977549	240.066492395285	0	0	0	368.689561905385	252.994499896115	51.482473942617	0.0592140278543229	0	0
pcdh1gc6	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1gc6_1	0.162417865371442	168.000557076354	49.1330212201968	0	0	0	53.0453009103307	90.2751739422912	11.1902884903973	0	0	0
pcdh20	0	0	0	0	0	0	0	0	0	0	0	0
pcdh20_1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2aa1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2aa15	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2aa3	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab10	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab12	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab2	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab3	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab5	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab6	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab7	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab8	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ab9	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2ac	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g1	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g10	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g12	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g13	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g16	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g17	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g2	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g28	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g29	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g3	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g5	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g6	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g7	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g8	0	0	0	0	0	0	0	0	0	0	0	0
pcdh2g9	0	0	0	0	0	0	0	0	0	0	0	0
pcdh7a	0	0	0	0	0	0	0	0	0	0	0	0
pcdh7b	0	0	0	0	0	0	0	0	0	0	0	0
pcdh8	0	0	0	0	0	0	0	0	0	0	0	0
pcdh9	0	0	0	0	0	0	0	0	0	0	0	0
pcdh9_1	0.300580773526524	71.4221888851317	93.6794599011993	0.130179104129208	0	0.20720038700398	103.206607787372	75.5918510735446	7.8966896093142	0.264463986791733	0.119779014179893	0
pcdhb	0	0	0	0	0	0	0	0	0	0	0	0
pcf11	0	0	0	0	0	0	0	0	0	0	0	0
pcf11_1	28.3863913980757	469.61107549472	335.195896698328	48.0645252090891	43.6374027983342	44.7817772490991	480.054051625848	352.332149653121	169.960162453148	67.8233951249235	56.6525358221416	56.4305129103757
pcgf1	0	0	0	0	0	0	0	0	0	0	0	0
pcgf3	0	0	0	0	0	0	0	0	0	0	0	0
pcgf5a	0	0	0	0	0	0	0	0	0	0	0	0
pcgf5a_1	1.92982765860298	189.079552385591	146.084292425509	1.16082328430235	0.465494079828848	3.5105001465727	201.338572499052	144.776784127786	35.2078823583778	2.35825830712866	2.13616877395001	1.95879845178845
pcgf5a_2	1.92982765860298	311.764758131967	149.89992692916	0.928658627441877	1.86197631931539	3.32573698096361	115.182249713416	141.846079995645	29.4089370287626	1.88660664570293	1.49531814176501	1.74115417936751
pcgf5b	0	0	0	0	0	0	0	0	0	0	0	0
pcgf6	0	0	0	0	0	0	0	0	0	0	0	0
pcid2	0	0	0	0	0	0	0	0	0	0	0	0
pcif1	0	0	0	0	0	0	0	0	0	0	0	0
pck1	0	0	0	0	0	0	0	0	0	0	0	0
pck2	0	0	0	0	0	0	0	0	0	0	0	0
pck2_1	2.30389395779431	6.72019439652556	3.51403794235913	2.41134481910703	2.16731845104963	2.11753494885012	1.98012226991749	4.19852923883035	54.4442797656818	1.77368250242947	2.90726334679664	3.8195177857329
pcloa	0	0	0	0	0	0	0	0	0	0	0	0
pcloa_1	0.184969130718984	75.4517179342998	73.258735669757	0.0801086358453693	0.381470541444385	0.0637527061679835	116.488916315584	66.1858052958157	9.14711591292801	0.244115782104542	0.239553297377316	0.168971317588513
pclob	0	0	0	0	0	0	0	0	0	0	0	0
pcm1	0	0	0	0	0	0	0	0	0	0	0	0
pcm1_1	93.3757485625283	102.965907305354	103.666185914458	191.356062433722	117.828998981178	84.4085806551897	190.419509021579	177.651668739536	79.5622699269445	248.297925705272	217.709300960316	206.339268389023
pcmt	0	0	0	0	0	0	0	0	0	0	0	0
pcmtd1	0	0	0	0	0	0	0	0	0	0	0	0
pcmtd2	0	0	0	0	0	0	0	0	0	0	0	0
pcmtd2_1	36.9371785441388	213.036844126196	181.177675028137	46.6878446159017	45.0387357432735	43.4649248241758	238.097318593138	233.519482829281	113.786671526764	34.1811432685503	41.1747644539935	39.1432997078726
pcmtl	0	0	0	0	0	0	0	0	0	0	0	0
pcmtl_1	89.1535763244962	290.019429794854	215.263354630624	121.468942804271	139.940763752539	122.656067027575	227.879888689914	213.355260819896	164.857490368465	121.744208894894	113.580683311645	107.143826237151
pcna	0	0	0	0	0	0	0	0	0	0	0	0
pcnp	0	0	0	0	0	0	0	0	0	0	0	0
pcnt	0	0	0	0	0	0	0	0	0	0	0	0
pcnx	0	0	0	0	0	0	0	0	0	0	0	0
pcnxl2	0	0	0	0	0	0	0	0	0	0	0	0
pcnxl4	0	0	0	0	0	0	0	0	0	0	0	0
pcolce2a	0	0	0	0	0	0	0	0	0	0	0	0
pcolce2b	0	0	0	0	0	0	0	0	0	0	0	0
pcolcea	0	0	0	0	0	0	0	0	0	0	0	0
pcolceb	0	0	0	0	0	0	0	0	0	0	0	0
pcp4a	0	0	0	0	0	0	0	0	0	0	0	0
pcp4b	0	0	0	0	0	0	0	0	0	0	0	0
pcp4l1	0	0	0	0	0	0	0	0	0	0	0	0
pcp4l1_1	32.7507310009886	980.711856444753	563.337285464573	0.331403667047886	1.32893996123687	0.791221085667159	574.801885409057	835.850610035592	350.620153301987	2.693038506023	3.04927621065806	2.79608877039607
pcsk1	0	0	0	0	0	0	0	0	0	0	0	0
pcsk1nl	0	0	0	0	0	0	0	0	0	0	0	0
pcsk2	0	0	0	0	0	0	0	0	0	0	0	0
pcsk5a	0	0	0	0	0	0	0	0	0	0	0	0
pcsk5a_1	0.290737138075011	0.489257816234827	0.554312260657716	0.432835923980748	0.473369115480151	0.469722280409264	0.780872368071089	0.496714094722713	1.40405939999995	0.35972315136521	0.253435885582398	0.442652575788295
pcsk5b	0	0	0	0	0	0	0	0	0	0	0	0
pcsk6	0	0	0	0	0	0	0	0	0	0	0	0
pcsk7	0	0	0	0	0	0	0	0	0	0	0	0
pcsk9	0	0	0	0	0	0	0	0	0	0	0	0
pctp	0	0	0	0	0	0	0	0	0	0	0	0
pcxa	0	0	0	0	0	0	0	0	0	0	0	0
pcxb	0	0	0	0	0	0	0	0	0	0	0	0
pcyox1	0	0	0	0	0	0	0	0	0	0	0	0
pcyox1l	0	0	0	0	0	0	0	0	0	0	0	0
pcyt1aa	0	0	0	0	0	0	0	0	0	0	0	0
pcyt1ab	0	0	0	0	0	0	0	0	0	0	0	0
pcyt1ba	0	0	0	0	0	0	0	0	0	0	0	0
pcyt1bb	0	0	0	0	0	0	0	0	0	0	0	0
pcyt2	0	0	0	0	0	0	0	0	0	0	0	0
pdap1a	0	0	0	0	0	0	0	0	0	0	0	0
pdap1a_1	197.1809874334	15.6016190861951	62.3693187916975	297.226363712257	88.2379878777066	52.8028325688354	246.092021060323	152.05811925165	17.2540324099897	1104.57084153107	57.3318405256923	88.1355262826919
pdap1b	0	0	0	0	0	0	0	0	0	0	0	0
pdca	0	0	0	0	0	0	0	0	0	0	0	0
pdcb	0	0	0	0	0	0	0	0	0	0	0	0
pdcd10a	0	0	0	0	0	0	0	0	0	0	0	0
pdcd10a_1	376.107328764566	407.581001722785	457.589967850389	353.744934570981	440.808346907925	420.861622012879	414.284636212973	352.036180352828	348.072632558073	380.850610088348	366.85294173608	329.949397128495
pdcd10b	0	0	0	0	0	0	0	0	0	0	0	0
pdcd11	0	0	0	0	0	0	0	0	0	0	0	0
pdcd2	0	0	0	0	0	0	0	0	0	0	0	0
pdcd2l	0	0	0	0	0	0	0	0	0	0	0	0
pdcd4a	0	0	0	0	0	0	0	0	0	0	0	0
pdcd4b	0	0	0	0	0	0	0	0	0	0	0	0
pdcd4b_1	266.30636768704	492.827818154461	139.553637061775	248.186462022335	467.094577655475	93.254301450905	107.363524291722	292.470249879905	125.74000212799	74.0529215742625	240.189590434552	147.035471918842
pdcd4b_2	161.214113360986	252.748961755296	642.892758466741	350.33274986442	235.045374585136	484.971305623849	699.870821624016	400.933976300561	258.968912245405	481.80693271512	327.664036479337	410.642469416464
pdcd5	0	0	0	0	0	0	0	0	0	0	0	0
pdcd6	0	0	0	0	0	0	0	0	0	0	0	0
pdcd6ip	0	0	0	0	0	0	0	0	0	0	0	0
pdcd7	0	0	0	0	0	0	0	0	0	0	0	0
pdcl	0	0	0	0	0	0	0	0	0	0	0	0
pdcl3	136.782108238144	227.578555796276	212.164389826792	354.556806905377	160.632328359157	370.062327332273	221.254837934647	152.622946477599	144.801387339499	188.254390366887	436.899389737479	240.608975502028
pde10a	0	0	0	0	0	0	0	0	0	0	0	0
pde11a	0	0	0	0	0	0	0	0	0	0	0	0
pde11al	0	0	0	0	0	0	0	0	0	0	0	0
pde12	0	0	0	0	0	0	0	0	0	0	0	0
pde1a	0	0	0	0	0	0	0	0	0	0	0	0
pde1ca	0	0	0	0	0	0	0	0	0	0	0	0
pde1cb	0	0	0	0	0	0	0	0	0	0	0	0
pde2a	0	0	0	0	0	0	0	0	0	0	0	0
pde3a	0	0	0	0	0	0	0	0	0	0	0	0
pde4a	0	0	0	0	0	0	0	0	0	0	0	0
pde4ba	0	0	0	0	0	0	0	0	0	0	0	0
pde4ba_1	31.3014147583669	688.590727405412	605.133864357781	12.3798637389161	14.6994566881226	13.5206325262448	618.810982183979	889.109559634911	580.533170057557	17.4356756001963	10.5829685004709	11.5644294858719
pde4ba_2	0.752901680312418	42.2332276259511	11.4837102746549	0	2.45170193813394	1.29750081572428	32.3547309805918	40.4757568758002	3.39359501604489	3.58819238242213	1.75014727846451	1.78314342806609
pde4bb	0	0	0	0	0	0	0	0	0	0	0	0
pde4ca	0	0	0	0	0	0	0	0	0	0	0	0
pde4ca_1	0.499325437989416	24.3679475383257	19.4366987511069	0.473055214458597	0.237120934706899	0.833613578861642	23.2011407563478	24.1421586613477	16.2166427970126	0.823740286728348	0.435262537866824	0.665203046135809
pde4d	0	0	0	0	0	0	0	0	0	0	0	0
pde4d_1	0	17.3930768024227	19.7057571738757	0.799339375591064	0.06677870929757	0.371079778748261	19.4319657940057	7.23143159373793	2.49571004989744	0.676620617809905	0.490319769028568	0.874236898783847
pde5aa	0	0	0	0	0	0	0	0	0	0	0	0
pde5ab	0	0	0	0	0	0	0	0	0	0	0	0
pde6a	0	0	0	0	0	0	0	0	0	0	0	0
pde6b	0	0	0	0	0	0	0	0	0	0	0	0
pde6c	0	0	0	0	0	0	0	0	0	0	0	0
pde6d	0	0	0	0	0	0	0	0	0	0	0	0
pde6d_1	113.502191887542	161.842729051855	115.083207545836	76.6903647829452	107.917977171348	75.590525089987	82.8442737106198	68.092104516988	98.7483678330768	23.1078772362902	64.0898058688774	76.0712032722925
pde6d_2	92.0506270912077	132.56601949586	111.192412171461	69.9782250665565	101.805631812085	61.1284468880213	148.690436083577	164.775299016109	75.2461660707128	133.547554259531	111.865361653825	72.4488428611918
pde6g	0	0	0	0	0	0	0	0	0	0	0	0
pde6h	0	0	0	0	0	0	0	0	0	0	0	0
pde7a	0	0	0	0	0	0	0	0	0	0	0	0
pde8a	0	0	0	0	0	0	0	0	0	0	0	0
pde8b	0	0	0	0	0	0	0	0	0	0	0	0
pde9a	0	0	0	0	0	0	0	0	0	0	0	0
pde9al	0	0	0	0	0	0	0	0	0	0	0	0
pdf	0	0	0	0	0	0	0	0	0	0	0	0
pdgfaa	0	0	0	0	0	0	0	0	0	0	0	0
pdgfab	0	0	0	0	0	0	0	0	0	0	0	0
pdgfab_1	2.50029281983088	19.7754326174649	29.5553792733443	0.541428308150844	3.25671885855699	1.07720970018754	18.2658262353859	20.8457088788259	33.0846395046811	2.06237432305219	0.747259893588921	1.90337062587025
pdgfbb	0	0	0	0	0	0	0	0	0	0	0	0
pdgfbb_1	1.5046514302694	21.944478121947	27.8676757445381	0.387888318989646	0.0777722667033511	0.802600336287219	26.6337452715541	29.7705015097529	37.5086004826821	1.02441355348833	0.713799357758082	0.436354122675029
pdgfbb_2	2.57624914815948	96.5821769644253	72.5856827766732	0.387414127890636	2.79637886097672	2.21986844939625	70.116420060263	69.4447899673561	85.4316505711398	0.944456505397738	1.71102418177512	1.45273560809087
pdgfc	0	0	0	0	0	0	0	0	0	0	0	0
pdgfc_1	5.0027354484959	13.9627144007339	5.89345527296644	4.49182354346822	5.82752984565307	5.88777337328142	7.34093270919733	8.67207417610833	5.18550817385076	6.84398757897912	6.44256925279473	6.9355823590856
pdgfc_2	4.55081716046555	21.385159528793	8.07621648517624	6.879633880301	9.13372102071214	8.80440184986063	14.0215698837049	14.3175697579908	6.80052334584133	10.3877516630838	11.890164497995	11.7657200734488
pdgfd	0	0	0	0	0	0	0	0	0	0	0	0
pdgfra	0	0	0	0	0	0	0	0	0	0	0	0
pdgfra_1	0.561666258847136	2.94056726679197	7.61499764481378	2.16224993852139	1.1515767721139	4.57082010443382	8.0455660993849	7.6766951521018	34.47837750881	2.26498391139895	2.54905512652692	3.48393256972324
pdgfrb	0	0	0	0	0	0	0	0	0	0	0	0
pdgfrl	0	0	0	0	0	0	0	0	0	0	0	0
pdgfrl_1	3.79795889934748	5.55763065938116	55.4101168541527	0.178789707539938	0.716952799962062	3.5571469824599	41.867204426155	24.8262468513983	176.397537269126	1.08965503725719	0.493518258354037	2.17889851289679
pdha1a	0	0	0	0	0	0	0	0	0	0	0	0
pdha1a_1	225.472720504638	967.377721017561	556.942823060445	165.379184448866	165.68574538024	131.613407733229	1186.51360436783	858.784469094826	794.784125295257	183.677675820096	145.607161533436	168.402696267293
pdha1b	0	0	0	0	0	0	0	0	0	0	0	0
pdha1b_1	0.273542549739675	9.66677136536519	4.51992218072718	0.148086334866608	0.593831232678858	0.117851271521686	13.2244293245731	4.86031260045324	2.11363427901861	0.150421616319188	0.272511250134745	1.11059600693302
pdhb	0	0	0	0	0	0	0	0	0	0	0	0
pdhx	0	0	0	0	0	0	0	0	0	0	0	0
pdia2	0	0	0	0	0	0	0	0	0	0	0	0
pdia3	0	0	0	0	0	0	0	0	0	0	0	0
pdia4	0	0	0	0	0	0	0	0	0	0	0	0
pdia5	0	0	0	0	0	0	0	0	0	0	0	0
pdia6	0	0	0	0	0	0	0	0	0	0	0	0
pdik1l	0	0	0	0	0	0	0	0	0	0	0	0
pdk1	0	0	0	0	0	0	0	0	0	0	0	0
pdk2a	0	0	0	0	0	0	0	0	0	0	0	0
pdk2a_1	8.61872162629532	119.205951499903	67.3282137726508	12.19257419323	6.41886570476514	10.245271419594	23.6553765934808	137.574590534054	76.8040862355478	4.35891290965136	17.7991872522184	17.8154876920856
pdk2b	0	0	0	0	0	0	0	0	0	0	0	0
pdk3a	0	0	0	0	0	0	0	0	0	0	0	0
pdk3b	0	0	0	0	0	0	0	0	0	0	0	0
pdk4	0	0	0	0	0	0	0	0	0	0	0	0
pdlim1	0	0	0	0	0	0	0	0	0	0	0	0
pdlim2	0	0	0	0	0	0	0	0	0	0	0	0
pdlim3a	0	0	0	0	0	0	0	0	0	0	0	0
pdlim3a_1	0.621918785065502	0.523288198871347	1.58098003338542	0.336685000387294	1.18135350139831	0.669858488861639	1.33629765404569	0.850020959441817	4.50515673017911	0.512991647686155	1.08425458884953	0.473441325664673
pdlim3b	0	0	0	0	0	0	0	0	0	0	0	0
